correct,generate
Two people are silhouetted against a lake reflecting a painted sky.,two people are walking in a pond as the sun sets. [SEP]
A lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit.,a man is dancing to two women and another man holding a can behind him. [SEP]
One skater is wearing a blue shirt with black shorts and the other skater is wearing a red shirt with black shorts.,a female wrestler is being diagnosed by a doctor in a sports arena with spectators in the background. [SEP]
The couple have children sitting in their laps on the rocky hillside.,the two young boys are sitting on the rocks. [SEP]
A group of mountain bikers race each other down a dirt hill.,two guys riding dirt bikes [SEP]
A mountain biker travels along a dirt trail inside a heavily wooded area.,a man rides a bike through a wooded trail. [SEP]
A man in a green t-shirts holds his sneakers while walking alone down a beach.,a man wearing a green shirt is walking towards the ocean. [SEP]
A drag race car being worked on by 3 people on a track,a man is being washes the hood of a race car. [SEP]
Two men wearing earmuffs inspect a racing car's engine on an asphalt track.,the man is working on the car. [SEP]
Three girls wearing goggles are jumping into a swimming pool together.,two women are playing in the pool of a hotel. [SEP]
A man on inline skates does a trick on a cracked concrete ramp.,a man skateboarding on a wall with a tree in the background [SEP]
A woman in a striped shirt and sunglasses is sitting on a bike.,a young woman with a striped shirt is standing with her bicycle near some sort of fair. [SEP]
"A woman is propping her leg up revealing cleavage, a great tatoo, and some kicking boots.",a young woman posing for a picture with her boots off. [SEP]
A man in a sleeveless brown shirt and khaki shorts sews on a piece of cloth covering a ramshackle shade structure.,a man in a sleeveless brown shirt and khaki shorts sews on a piece of cloth covering a ramshackle shade structure near a body of water. [SEP]
Four different men sitting outside on cement steps in front of a building.,a group of men are sitting on a church's steps. [SEP]
"A bulldozer works to demolish a decrepit building; in the background, another brick building waits for its demise, its face covered with a grid of blackened window-holes.",two men working on construction work. [SEP]
A woman on the uneven bars doing a gymnastics exercise while people are watch her out of focus.,a small child is walking a beam in a gymnastics tournament. [SEP]
Elderly woman with green sweater picking out produce in outdoor market.,a woman is buying fresh produce at a market. [SEP]
Two middle-aged Asian men with mustaches working with animal hides in a shop.,a craftsperson making metal objects. [SEP]
An older woman looks at the camera while young children play with many kinds of toys around the room in the background.,a woman sits on the floor surrounded by toys and another boy. [SEP]
A little girl is sleeping with a book on her chest next to a doll.,a little girl is reading to her mom a book. [SEP]
A woman with a blue shirt is putting something in her mouth.,a woman with dark hair is sitting on a bench next to her house holding a bottle. [SEP]
A person dressed in brown and gray walks down a long street lined with yellow-walled buildings with tiled roofs.,a man is walking down a narrow road in front of a large building. [SEP]
"A woman pounding something with a rock, with a guinea pig in the background.",a child sits on a rock and plays with his hammer. [SEP]
"An African woman in long, flowing garb, with a baby on her back, is working in a dry field with trees far off in the distance.",an african woman who is working with a wooden machine. [SEP]
Young male in a white karate outfit with a blue belt wrapped around his waist performs karate moves in front of the judges of the competition.,a man is taking down another man in a karate white uniform. [SEP]
"Blond man crossing street, in white shirt and red t-shirt, carrying a white bag.","a man is sleeping on his stroller in front of a "" old beautiful building. "" [SEP]"
An elderly man dressed in a red and blue plaid shirt and brown camouflage cap is watching an event while eating a snack from a plastic bag on his lap.,"a man with a red and black plaid shirt, having her picture taken while he is holding a cup and looking through a camera focused on his face. [SEP]"
"A woman in a white shirt stands behind a counter, in the kitchen of an empty restaurant with brick walls.",a man is working in a restaurant. [SEP]
A worker in a safety vest and hat is unloading equipment from the back of a truck.,a man in a hat is working under a vehicle. [SEP]
Two children looking at horses through a small fence.,a woman is taking her horse out of a fenced in area. [SEP]
A blond man in a tan colored shirt is leaning against the window on the inside of a building with a fish like design on the windows.,a man is standing on the ledge and taking a picture of an advertisement from the window. [SEP]
"A woman in a pink overcoat is looking surprised while talking to someone in a purple coat, on the streets in front of Vitamin Shoppe.",a woman with a pink coat stands in front of a woman with a white shirt and dark skirt. [SEP]
"Two males in cowboy hats, one a young man in a dark blue shirt and the other, an adolescent in a light pink shirt, are preparing for something in a ranch or fair setting.",a cowboy kneels down to tighten his boots. [SEP]
A red vehicle is being reflected in a store window while two casually dressed middle-aged men walk and converse.,a man dressed in a gray shirt and blue jeans is talking on his cellphone while standing in front of a truck. [SEP]
"Two children and a woman are sitting on a sofa, one of the children has a camera.",two people are sitting in a dark room near a lot of toys. [SEP]
A woman in a red shirt and white skirt playing tennis with a blue racket.,a woman in a red shirt and white shorts is playing tennis. [SEP]
A man in a black jacket and pants stands in a strange green structure with his arms out.,a man is sitting on the door of a green vehicle. [SEP]
"A man smiles, while clinking ale bottles, with an unseen person, at a public establishment.",a man is smiling at the camera with a large green beer. [SEP]
"A many in an orange t-shirt, tan shorts and tan and black baseball cap is moving a tall metal cart with sheets of pretzels that is surrounded by similar carts.",a man is loading or unloading a group of preteen olympic a - pot. [SEP]
A man playing an acoustic guitar and singing with a group of people behind him including a woman who is singing along.,a man wearing a black jacket is playing guitar in a crowd of people. [SEP]
A number of people are doing a synchronized martial arts performance in the street.,a street performer is dancing two people. [SEP]
A person with a backpack stands on a rocky bank beside a body of water.,a man is walking on the top of a mountain over water. [SEP]
A policeman is leaning in picked up front to all of the bus as he looks at an old lady passenger getting off he makes a fish face pout,a police officer sits on a bus while a woman looks down at her hands. [SEP]
Two law enforcement officers standing near one another with an open air market in the background.,"two people in uniform are standing under a structure that is very fast food, while many people are waiting. [SEP]"
Two people with their hands expressively out towards a sporting event's field.,a man and woman watching a soccer game. [SEP]
Military men in blue and red suits stand in the street.,a group of people in uniform dress are standing outside. [SEP]
A woman with long hair is meditating on a beach.,a girl practicing yoga on a beach. [SEP]
"Two musicians are entertaining people in a city park, the flute player is wearing a blue feather boa.",people are standing around under the trees. [SEP]
A man in a striped blue shirt and a balloon hat is making other balloon animals,a man in a balloon hat is holding up two large clear plastic bottles. [SEP]
Two men are barbecuing their food while another prepares the meat.,the man is cooking lots of food and is very large. [SEP]
Two men talking and observing fruit that's on show and for sale at an open fruit market while another woman is also observing the wares.,people are gathered in a dark room and many are cooking. [SEP]
A lady in a bikini is pouring a drink into a red cup for a man who is wearing trunks and sunglasses.,a girl wearing a bathing suit is getting her picture taken by a guy. [SEP]
"A boy in sunglasses, a blue, hooded, zipped up sweater and brown shorts is running from a camp of tents.",a young man wearing a white sweatshirt and khaki shorts runs through a crowd of blue jeans and other. [SEP]
A middle-aged man is using a hammer and metal spike and splitting a log.,a man with gray hair who is wearing a tan vest is working on a craft. [SEP]
A man sits alone with gloves on at a red table that holds a keyboard and many accessories on top of it.,"a man wearing a red plaid shirt is sitting at a table, working on a project. [SEP]"
Two men are sitting in white chairs next to a blue door.,an elderly man sits in a chair in the corner of a street where many other people are passing by him. [SEP]
A young woman dressed up gothic lolita style for a convention event.,a woman dressed as a pirate in public. [SEP]
Man in red and white soccer uniform stands on the field boundary lines with yellow and blue soccer ball.,players on a soccer field performing for the crowd. [SEP]
A lone person jumping through the air from one snowy mountain to another.,"snowboarder jumping off a tall, snowy mountain. [SEP]"
A group of people run a race or marathon while a crowd of people watch.,people run new york city. [SEP]
There are two men and one female sitting down and looking at their laptops in front of a window.,people sit and sit in a bar with many papers around them. [SEP]
A DJ with one hand on his headphones and one hand on his turntable.,a man nightclubs a keyboard in front of a crowd. [SEP]
The man carries ears of corn in his arms while out in the corn field.,a man wearing a corn hat is looking at the camera. [SEP]
This is a view through a ribbed glass ceiling looking down on a bunch of people eating in a cafeteria setting.,people sitting in chairs look through a binder. [SEP]
A woman in a pink sweatshirts holds a bouquet of balloons while sitting on a folding chair.,people are sitting in chairs waiting for their hands to come by with their hands raised. [SEP]
"A cat observing two little rabbits in a box of hay inside an wire enclosure, while a woman in a white sweater looks on.",a woman sitting in the floor is sleeping and eating a small animal. [SEP]
A woman sits at a restaurant with her back against a brick wall.,a woman sits down and texts in a restaurant. [SEP]
Three young women face each other while sitting on red plush chairs.,two women are sitting in a coffee shop. [SEP]
A lady walking in a alleyway of what appears to be a third world country.,a dirt - covered area with a few children playing in it. [SEP]
These children are gathered together writing notes related to a field trip.,"a group of people, many of them girls, sitting on steps outdoors. [SEP]"
A brown dog is shown standing in the water near a muddy beach.,a dog is running through the water with a ball in his mouth on the shore. [SEP]
Three dogs in different shades of brown and white biting and licking each other.,two dogs play [SEP]
A young boy in a red shirt is wearing a helmet while sitting on a motorcycle.,a young boy in a black sweatshirt holds an object that he has object held in his hand. [SEP]
People are gathered around the table filled with food.,five people are sitting at a table smiling at the camera. [SEP]
"A person, dressed as ""Santa Claus"", is wearing a red coat and standing in a crowded room of people while a few people take pictures.",a little girl wearing a santa suit blows her whistle and moves her face. [SEP]
"Group of people outside, holding a banner with blue text on it.","people are outside of a building talking, walking, and enjoying themselves. [SEP]"
A woman wearing plaid pants rides a motorcycle down the road with a pillow and plant secured to the backseat.,a middle - aged woman wearing a helmet rides a telephone wire through a chinese street. [SEP]
For people in black pants and white martial arts shirts with belts hold a pose with both arms raised while three casually dressed me look on from a door on the left.,"a martial arts class takes place in ourense, spain. [SEP]"
A man and woman perform a martial arts demonstration with practice katanas in front of an audience in an outside park like environment.,a man dressed in japanese style clothing is dancing a sword. [SEP]
A police officer walking out of his parked vehicle and about the approach a yellow vehicle.,a person walking a car parked next to a tree. [SEP]
A girl wearing glasses is in a blue harness while rock climbing.,a woman in shorts is rock climbing. [SEP]
A man works on his car as he tries to keep warm with his hat and sweatshirt.,a man wearing a hat is working on a car engine in a parking lot. [SEP]
One white man and one african american man sitting at a long table that has colored note cards spread out on it.,a group of people are sitting at a table reading bunch of cards. [SEP]
A man in a brown shirt and glasses plays a guitar and sings into a microphone.,a man is playing a guitar and singing into a microphone. [SEP]
"A man sits at a restaurant table reading a newspaper, with another man seated at the table next to him.",a busy restaurant filled with many people talking. [SEP]
Two women in shorts are running on the beach next to the water.,two people walk in the water along the beach. [SEP]
Three construction workers in orange vests speak to one another in front of railroad tracks.,several people wearing orange work vests are talking on a cellphone. [SEP]
A man in a puffy black coat stands near a tree trunk while a woman in a white scarf stands next to him with her head slightly bowed.,people are waiting on the street for their food. [SEP]
A little boy and two older kids are playing on gym equipment in a park with benches and trees.,a playground in a park with a few kids playing with each other. [SEP]
A young girl in a blue skirt is propping herself up on bars of a metal structure outside.,a girl smiles as she rests on a railing. [SEP]
A group of five dark-skinned people sitting at what looks to be a farmer's market right behind a fruit that is green and spiky.,people are sitting on the roof of a fruit market. [SEP]
An asian long-haired man wearing a yellow hat &amp; long-sleeved shirt talking on a microphone,a man in a yellow costume is holding a microphone. [SEP]
The dog is concerned with a purple object lying in an uncut field.,a dog playing tug - of - war [SEP]
A guy in all black and boots is kicking in the air with an arid landscape in the background.,a man is jumping in the air. [SEP]
A lady with a white tank top holds a blue yard style cocktail cup with her black tank topped phone holding a phone.,people are taking pictures. [SEP]
A kid in a red and black coat is laying on his back in the snow with his arm in the air and a red sled is next to him.,a woman in red sits in the snow while snow is falling. [SEP]
There are several dogs in the field where the girl with the ponytail is sitting down.,a girl sits on the ground surrounded by dogs. [SEP]
A man wearing an orange suit with his face painted white is holding a guitar above his shoulder.,a red lit stage with a guitarist and a drummer playing. [SEP]
An African women is standing in front of a hut along with what appears to be a makeshift well.,an african woman is standing near a well filling a jug near a hut. [SEP]
A woman in a fiery red dress and a man in a suit dance seductively together.,two people are dancing to music played by musicians on a stage. [SEP]
"Three dogs running in grass, one carrying a tennis ball in mouth.",the dogs run through the field near the water. [SEP]
"An old man with a long white beard, glasses, and a hat is sitting on a park bench.",a bearded man wearing a cap and jacket looks down at a log in a park. [SEP]
Appears to be an African tribe or family posing for a picture in the grasslands with a dog in the corner.,children pose for a picture in their village. [SEP]
A little girl is standing outside ready to brush the black goat's coat.,a little girl is standing in front of a goat inside a pen. [SEP]
"A group of people eats in yellow chairs at a restaurant, with many fans and lights on the ceiling.",asian people sitting at a restaurant. [SEP]
"A blond, fair-skinned baby in a pink top and bib sits in a highchair and eats a biscuit.",a baby is eating the highchair. [SEP]
"A man, dressed in bright blue jeans and a plaid shirt, mows a shaggy green lawn in his cozy suburban front yard.",a man at the ready to mowed the weeds. [SEP]
A group of people gather to examine pictures on the wall in a lounge setting.,people smoking and talking in a smoking room. [SEP]
"A young, asian child sitting on its parents' shoulders, clapping.",a young boy is standing with his hands up in a crowd. [SEP]
A family is walking on the sidewalk through the snow while a man sits on the side with his paper cup.,"a man is sitting on a bench on the street, while two women walk by. [SEP]"
A cat sits atop a sign looking down at the people below.,a cat sits on a sign. [SEP]
"A man wearing sunglasses, headphones and a dark coat is walking down the street.",a man wearing headphones is standing on the side of the street. [SEP]
"A young man wearing a blue, yellow, and white striped polo plays rugby on a green grass field.",the rugby player got the ball but he is smashing his head into the ground. [SEP]
A male and female are holding hands and - walking down a winding walkway on a sunny day.,a woman wearing sunglasses and a red shirt is standing on the balcony of a building. [SEP]
A woman with pink hair on a street corner holds two dogs that have been dyed pink.,a man in a dark jacket is holding some very large pink dog. [SEP]
"A man in a suit, is walking down the street, while a bust is parked to his left, with views of tall buildings behind him.",a man in a suit is walking past a bus. [SEP]
A man wearing a white shirt and an orange shirt jumped into the air.,a man wearing a hat and a shirt is jumping over a rock. [SEP]
"A woman holds sticks attached to large striped banners, causing one to launch its banner in a wide loop through the air.",people are playing a sport in a park. [SEP]
A woman sitting on a bench next to someone wearing a hat and sitting in a wheelchair.,two people sitting in a wheelchair. [SEP]
"Two people stand in front of a hot circular grill and a basket of eggs, one cooking the eggs while the other waits for them to be completed",a man wearing a jacket is making food for a woman who is cooking in the street. [SEP]
A lady wearing a headset and a microphone talking on the phone and standing next to a light pole waiting to cross the street.,a woman talks on the phone while standing near a street. [SEP]
A group of men walk down the middle of a street that has poles lining the street.,"a city street with many people, and an older man smoking a cigarette with a yellow shirt on. [SEP]"
"A Thai Buddhist temple is the center of commerce, widely dominated by telephone wires and oncoming traffic.",a view of a chinese street with a man driving a motorcycle. [SEP]
Several people walk in and out of a building with a metal globe-like structure outside of it.,a crowd of people are walking near a large sculpture. [SEP]
The man with sunglasses and a striped shirt is walking down the street with three cases of beer.,a man holding a camera is walking down the street. [SEP]
"An older man dressed in jeans and a puffy dark jacket plays the accordion, seated in front of a stone wall.",a man playing the accordion on a street corner. [SEP]
A teenage girl is dressed up for Saint Patrick's Day and holding her cellphone.,a young woman wearing a green hoodie sweatshirt walks past a woman wearing a red and green sweater during a walk. [SEP]
A small child dressed in a pink jacket running down a sandy beach toward the ocean.,a little girl plays in the sand. [SEP]
"A man on a skateboard waits at the corner of a city street, with an overpass in the background.",a young man is wearing jeans and a red t - shirt and is rollerblading down a sidewalk. [SEP]
Man taking picture of church while the american flag blows in the wind,a man is taking a picture of a woman in front of a brick building with a flag flying through the air. [SEP]
Players in the red and white uniforms and bystanders are standing on a soccer field.,people is standing and walking around behind a soccer field. [SEP]
"A man and a woman are each holding one of two little girl's hands, crossing the street, in the distance is a cyclist.",a man is pushing a cart with two children on it. [SEP]
"A woman in a cowboy hat walks followed by a man in a blue baseball cap, a boy in a blue t-short and a woman in a green top.",a man in a hat is standing under a car with several people around him. [SEP]
A man in sunglasses with a brown coat is smoking a cigarette and scratches his nose as patrons purchase items from a street stand.,man talking on a cellphone while walking down a street. [SEP]
A red flower-box filled with green flowers lies on the stone windowsill behind iron grating along a side street.,a woman is being suspended in the air next to a wall with a painting of a'the city. [SEP]
"A man in a black shirt and white pants swinging a baseball bat, with a baseball team and spectators in the background.",a uniformed is swinging a bat to hit the ball in a baseball game. [SEP]
"A middle-aged woman with middle length brown hair in khaki pants, a long-sleeve blue shirt, and a long long gold jacket is walking in the subway station.",a woman in a jacket smokes a cigarette while waiting for the subway. [SEP]
A few people sit in benches along a tree-lined avenue next to a parking lot.,people are walking on a sidewalk surrounded by trees with a view of a city buildings. [SEP]
Photo of a man sitting on a bench with a sign written in Spanish in background and the reflection of a lady walking from a mirrored wall.,a man is sitting on a sidewalk and relaxing with his eyes closed. [SEP]
"A man, mouth agape, and wearing a multicolored behind a podium with writing on the front of it with upside down buckets to his left and crates to his right.","a man is playing a music stand, he is wearing a orange shirt and has a strange instrument with another person in the background. [SEP]"
"Woman holding a sandwich in one hand and a cup in another hand, with her purse hanging on her shoulder.",a young woman with a ponytail and her face paint is eating a takeout box. [SEP]
A man dressed in dark colors and a hat plays his guitar on the side of the road.,"a man performing a trick on his skateboard that says "" no one another. "" [SEP]"
A woman in a yellow and red outfit is squinting at a computer screen while holding a mouse.,a woman in a dark office wearing many papers. [SEP]
"People standing around incense, wafting the smoke into their faces.",a man is lighting a smoke outside while people stand outside near him. [SEP]
"One bald man is putting on a tie, which matches his button-down shirt, while looking into the mirror.",a man is standing in front of a mirror and has his hair pulled back into a shirt. [SEP]
"An elderly women is sitting in a chair on one side of a room with a group of musicians, including a cellist and guitar player, and on the other side of the room, a group of people are sitting on chairs.",several people are sitting in chairs and playing instruments. [SEP]
Two men sitting on a cart being drawn by a horse down a cobblestone street.,two men are pushing a cart full of food and are sitting on the street. [SEP]
A woman in a dress walking down the street past a construction site.,a woman is walking along a wall with many bright colors. [SEP]
Man standing at a counter in a convenience store with a woman on the other side of the counter wearing a white shirt looking at him very expectantly.,a man in a baseball cap is standing at a checkout counter. [SEP]
A man with sunglasses is operating a construction automobile and releasing gravel on to the ground.,a man is using a bulldozer to dump debris from a truck. [SEP]
A blond-haired baby is sitting on the floor playing with toys while looking at a black and white cat.,a little boy is in a room and is playing with a toy horse. [SEP]
A woman carrying a guitar is walking through a wooded area.,a man with long hair is playing a guitar and singing. [SEP]
A guy with a backpack and orange bag walks past a large building.,a man is carrying a bag down the sidewalk. [SEP]
"Two guys in front of a souvenir shop, with one guy in a red scarf talking on the phone.",a man is looking over some sort of kiosk that has a lot of that random and some sort of contraption. [SEP]
A blond pregnant woman in a black shirt is standing in the kitchen with her hand on her belly holding something in her mouth.,a woman with blond - hair and a ponytail posing for a picture. [SEP]
A group of ladies sit around a black table in front of a brick wall with a building in the background.,men and women are sitting and sitting on chairs on an outdoor deck. [SEP]
A man dressed in a checkered shirt and black pants performs an aerial stunt on a bicycle.,a man is doing a bicycle down a ramp. [SEP]
A woman in a black tank top holding her purse on one shoulder is looking at something in the distance while wind glows her light brown hair across her face.,a woman with long blond - hair and a black tank top looks at her camera while walking down a sidewalk. [SEP]
A young girl in a pink jacket walks with two sisters in matching outfits in public.,a little girl is walking behind a crowd near the street. [SEP]
A fair haired woman is wearing what appears to be a graduation gown with a flower on her lapel.,a woman wearing a black graduation gown and a flower necklace is holding a microphone. [SEP]
"A guy wearing shorts and a white t-shirt is skateboarding down the road, while someone sits and watches him from the curb.",a man wearing rollerblades running down the street. [SEP]
"A man in a black leather jacket and blue jeans standing in front of a sign by Architects &amp; Engineers that says ""9-11 was an inside job.""",a man is standing behind a sign. [SEP]
"A woman in a white tank top is holding a microphone and singing with a man in a brown shirt, who is also holding a microphone.",a woman wearing a tank top and shorts is singing with a man wearing shorts and a t - shirt. [SEP]
"As he lays in the grass, he plucks a spent dandelion, and makes a wish as he blows the little pinwheels into the air.",a young blond girl is playing in the grass. [SEP]
"A girls' soccer team in green and black uniforms and their coach, wearing a white shirt and shorts, are stretching their legs out on the field.",a group of people in dark clothes are playing a game in a field. [SEP]
A man is holding a young woman around the waist inside a square of yellow crime scene tape.,female wearing black shorts and her feet up on her hand while walking down a sidewalk and her face is being cast out of a box. [SEP]
A man bends down in an outdoor area that is also covered while birds walk around him.,a man is working on a sitting in a dark area with many people and many birds. [SEP]
A group of people in white shirts stand on a grass pitch covered with many dark balls.,a small group of people are enjoying some game. [SEP]
"A busy plaza with three young women with an umbrella and buckets full of possessions, possibly homeless.",a man is holding a umbrella and some people are walking around him. [SEP]
A man in a gray shirt smoking a cigarette and getting something to eat.,"a man examines a food he's holding in his hand, with a forest in the background. [SEP]"
"Eleven people gather in lake, group on left are male and conversing, group on right, male and female, walking further out into lake.",people walking in the water. [SEP]
"A black dress mannequin, with a wooden leg stand, positioned next to a suitcase, and a female dressed in a gray sweater and black pants, reading a newspaper, in a crowded city square.",people are sitting on benches on a sidewalk surrounded by trees. [SEP]
Four construction workers gathered around a hole looking in a bucket.,a man in a jacket is holding a child and standing on the edge of a construction project. [SEP]
A lone man standing a rock shore looking downward at a inland body of water with a blue ocean or other large body of water behind him extending into the horizon of a blue sky.,a man stands on the shore of the ocean. [SEP]
"A policeman looking away from the camera with a couple cars, other policemen, and other people in the background all in front of a building.",a policeman wearing an earpiece. [SEP]
"People playing pool, one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot.","two people in a dark, with a pool full of pool balls. [SEP]"
A small crowd of people are walking around an city's outdoor fountain.,people are standing near tall buildings and crossing water. [SEP]
A guy sitting with his arms crossed with a brunette on his left.,a girl is sitting behind a man who is standing outside at night. [SEP]
Several people stopped by the side of the road are watching what is happening in the woods.,onlookers watch a woman climb a hill. [SEP]
"Two men wearing orange robes and sandals are standing in front of the Bean in Millenium Park, Chicago.",two people wearing orange robes standing in front of a balancing ball. [SEP]
A woman peering over the edge of a boat while a man walks behind her,a woman is laying down on a boat. [SEP]
A man with a messenger bag stands on a busy street corner.,"a man and a woman are watching a taxi going by, as a man walks by. [SEP]"
"Three firefighters, the nearest firefighter is holding a helmet in his left hand.",the firefighter is speaking to people who are waiting. [SEP]
"Four older men sitting on a blue patterned rug in an ethnic looking place of worship, 3 of them wearing some sort of head covering.",four men sitting on the floor of an old building. [SEP]
Two people in orange shirts sits at a table on the right of a group of people in blue shirts in front an old building.,a crowd is enjoying a soccer game outside and drinking water. [SEP]
"A man in a red shirt walks past a turquoise and white checkered food establishment called ""32 De Neude.""",a man in a green and white striped shirt is standing outside of a restaurant on a street. [SEP]
Three surgeons operate on a patient while wearing magnifying lenses on their safety glasses.,a surgical team performing surgery. [SEP]
A man smoking a cigarette and wearing a NY baseball cap is looking down at a camera.,"a man with a cigarette and camera in his mouth is wearing a baseball cap, a shirt with a pink baseball cap and glasses. [SEP]"
A band is of four members including a woman and three men are playing their instruments with an open guitar case in front of them.,a playing musical group of people on the sidewalk. [SEP]
"A man in a red suit is dancing with a woman in a red skirt, in the street.",a man watching a woman dance. [SEP]
A man with a blue jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.,two people standing on the ledge of a large fountain at night. [SEP]
"Two motocross bikers wearing full protective gear, with one in midair after a jump and the other looking down at his motorcycle.",the biker is trying to take down the tree. [SEP]
"People are gathered under a big red ""De Koninck"" umbrella while men in orange talk to the side.",people are standing around a car parked by a carnival game. [SEP]
Two girls running down the street in front of a large building with white and red flags by the door.,a street scene with a few people walking down the street. [SEP]
Two men are climbing up a steep rock face with moss growing out of it.,a man is climbing up a cliff on a sunny day. [SEP]
A baby girl wearing a harness is lying on the ground crying.,a woman is holding her child as she walks down the street with a woman. [SEP]
"A blond woman in a leather jacket is sitting outside with a man in a blue and red jacket, and there is a dog between them.",someone siting on a bench with their head in his jacket and there are three dogs walking by. [SEP]
A man in a gray jacket and blue cap shops with other people at the fish market.,people are selling something in a fish market. [SEP]
A young blond man and another young man are playing guitars hooked up to amps.,a band plays a rock show to a bar audience. [SEP]
A tattooed man pouring beer out of a bottle into a young man's mouth.,a woman with tattoos is drinking a beer outdoors. [SEP]
A man and a woman are standing at the side of an inflatable climbing structure.,there is a crowd of people near a little boy in a dress standing on a city street with many other people around him. [SEP]
"On a clear day, a number of cyclists ride their bikes over a bridge in an industrial area.",a very busy bridge crossing the street with many cars going by. [SEP]
An old women in pink and wearing hat is squeezing her eyes while looking at something.,two people wearing tan hats and blue shirt holding a camera near water and a street corner. [SEP]
A woman in a red shirt raising her arm to the passing crowd below.,tourists pack the streets during a street parade. [SEP]
"A boy with white shorts on leaping into a pong, foliage in the background highlights his skin tone.",a man is in the air and jumping around outside near a lake. [SEP]
A child with long hair wearing a pink shirt is looking through a tourist telescope near a beach.,the little girl is looking at the railing. [SEP]
"Two workers, one in a ditch and one standing on the ground, are working in front of a house.","a man is working at a construction site, he is digging for something in his shovel. [SEP]"
"A person wearing a hooded jacket and blue jeans stands facing a shop with the sign ""Feelings"" on it.",a man is standing on the side of a building near a street. [SEP]
A man with a white headscarf and an I Love NY t-shirt is among several men picketing against PM Construction Services.,"the man holds up a small sticker that says "" gourmet curry hut "". [SEP]"
A man in a sombrero on a chestnut horse is ahead of several other men on horses.,two men are riding horses and trying to lasso a cow. [SEP]
A man strolling down the sidewalk wearing a red shirt and jeans.,a young man with a red number on his shirt walks past another man who is walking past a dog. [SEP]
"Two nuns, one with paper in her hand, and the other holding a bag.",a nun kneels while speaking to a group. [SEP]
A woman wearing headphones enjoys her coffee while writing on a notepad.,woman siting while people stand and sit at tables behind glass window. [SEP]
"Brown-haired girl wearing a green tank top, talking on a cellphone.",a young lady looking barefoot on a crowded street fair. [SEP]
An african child carries an infant in swaddling cloth on her back.,an african child is carrying a large bundle of long sticks above his head. [SEP]
A gateway with wood paneling and Asian characters opens up onto a public street.,a street scene in japan showing a storefront. [SEP]
An Asian man in a purple bandanna and dress shirt stands outside a restaurant nearby crates.,a man wearing a japanese outfit sits in front of a store window. [SEP]
"Person wearing a red shirt, blue pants, and white shoes, sitting on curb with cellphone in hands in front of a parking lot of an industrial building.",a girl crouches and moves between two buildings and onto a busy street. [SEP]
A large black dog and a large yellow dog appear to be playing with a soccer ball.,two dogs run through the yard with a forest in the distance. [SEP]
A man attempts to start a flying model of a bi-plane with British air force rondel markings.,two men are reaching with skateboards on the ground. [SEP]
Even in cooler weather men will get out and play with their model planes.,a man taking a picture of an airplane in a field. [SEP]
People waiting for a subway train : one man in a black suit sitting on bench and three women standing or walking.,a man and woman are sitting in a subway tunnel. [SEP]
A young boy is taking American flags to place them where they will remind others of the sacrifices made by veterans.,a young man walking barefoot as he is holding a flag outside. [SEP]
A black dog is running across the grass carrying something in its mouth.,a black dog running across the grass. [SEP]
A man in a black shirt and gray pants holds his luggage at what appears to be an airport.,a man in a dark green shirt is waiting for a train. [SEP]
A dog stirs up the dirt on the ground while running to catch a ball.,a brown dog jumps over a hurdle. [SEP]
A lady standing in front of a lot of elementary school aged children who are sitting on the floor.,a woman is speaking in front of a crowd. [SEP]
Construction signs and lights help those in traffic find the correct detour.,two people are crossing at night in a lot of traffic. [SEP]
"A group of people, including a man on a bicycle, on the waterfront.",people are walking on the pier and walking their bikes. [SEP]
A man with an orange shirt and sunglasses along with a young boy and train conductor ride a children's train through a park.,people are watching a man and a child are sitting on a bench. [SEP]
A dark-haired man sits atop a structure near a dark-haired woman wearing sunglasses.,an artist is painting a mural outside while standing near a woman. [SEP]
Several people standing around a boat which has sails shaped like a fish.,a boat selling along side a dock. [SEP]
A man in a black hat and blue shirt taking a picture on the side of an urban street.,a man is standing on the a busy sidewalk in front of a taxi. [SEP]
Male in the street wearing a blue plaid shirt waiting for the light to turn.,a crowd of people are socializing. [SEP]
"Two women wearing hijab garments walk on a sidewalk, one of the women is carrying a child on her shoulders.",a woman stands on the wall behind her car. [SEP]
Several people with instruments waiting at a train station.,the band is playing music near a bridge. [SEP]
Young dirt bikers try to get a dirt bike up a sandy hill.,a man is doing a motocross jump into the air and is going down the hill. [SEP]
Two women wearing jeans and a man wearing shorts walking up a gravel mountain road carrying backpacks.,the people are walking up the mountain. [SEP]
"A crowd of business travelers lined up at a busy terminal, with many Asian members, one listening to earbuds, and one checking his mobile phone.",a man in a suit in a japanese market. [SEP]
Graffiti with saying CRAZI with bright green and pink with women in a red skirt walking by.,a female is walking down the sidewalk in front of a mural. [SEP]
A gymnast in a blue and pink leotard is standing on her right foot with her left foot in the air and waving a ribbon.,"a woman performing gymnastics in olympics, possibly australia [SEP]"
Children play in the dark water fountain near the white triumphal arch while adults sit on the steps.,young people are playing in a fountain of water. [SEP]
A man is sitting on a bench in front of a large white building.,a house sits on the top of a horse. [SEP]
Men wearing red and white stripe shirts and wearing blue hats carrying flags outside a brick building.,"an older woman dressed in striped shirt, holds a flag, as a group of men in costume walk by. [SEP]"
