correct,generate
A man in a safety vest holds him arms up as he stands in front of an airplane.,a man and woman looking at an airplane on a runway at the airport. [SEP]
an airport employee giving directions to an airplane,a man and woman looking at an airplane on a runway at the airport. [SEP]
An air traffic controller directing an airplane on a busy runway.,a man and woman looking at an airplane on a runway at the airport. [SEP]
A person reflective gear directing an airplane ,a man and woman looking at an airplane on a runway at the airport. [SEP]
A person directing a white jet airliner with orange sticks.,a man and woman looking at an airplane on a runway at the airport. [SEP]
a large air plane is parked out on a grass field,a vintage propeller plane with america logo taking off the ground. [SEP]
A vintage propeller plane parked in a grassy area with other older planes.,a vintage propeller plane with america logo taking off the ground. [SEP]
Someone sitting in a renovated propellor fighter plane on a tarmac,a vintage propeller plane with america logo taking off the ground. [SEP]
Pilot sitting inside an old style war plane,a vintage propeller plane with america logo taking off the ground. [SEP]
A very nice looking fighter type plane in the grass.,a vintage propeller plane with america logo taking off the ground. [SEP]
A small airplane taking off from an airport runway.,a restored propeller fighter plane coming in to land [SEP]
A Curtiss P-40 Warhawk taxis along a runway.,a restored propeller fighter plane coming in to land [SEP]
A small airplane that is getting ready to take off from the runway. ,a restored propeller fighter plane coming in to land [SEP]
a small air plane getting ready to take off .,a restored propeller fighter plane coming in to land [SEP]
An airplane is about to fly into the sky. ,a restored propeller fighter plane coming in to land [SEP]
An airport filled with planes sitting on tarmacs.,a view of an airport terminal with planes [SEP]
The view of runway from behind the windows of airport.,a view of an airport terminal with planes [SEP]
a truck driving towards some planes parked on the runway,a view of an airport terminal with planes [SEP]
Planes on a wet tarmac unloading at arrival gates.,a view of an airport terminal with planes [SEP]
"Window view from the inside of airplanes, baggage carrier and tarmac. ",a view of an airport terminal with planes [SEP]
A plane just outside of a terminal with other planes in the background.,a view of an airplane sitting on the runway. [SEP]
Several planes on the tarmac at an airport. ,a view of an airplane sitting on the runway. [SEP]
a very large airplane that is on a runway,a view of an airplane sitting on the runway. [SEP]
there is a white plane that is at this airport,a view of an airplane sitting on the runway. [SEP]
A small regional jet pulls to a gate at an airport.,a view of an airplane sitting on the runway. [SEP]
"An airplane sits on the tarmac of an airport, with a disconnected boarding gate.",an airplane parked in the airplane parking lot [SEP]
Plane boarding passengers while at a fancy airport,an airplane parked in the airplane parking lot [SEP]
A plane sitting on a runway getting ready to be emptied.,an airplane parked in the airplane parking lot [SEP]
THIS IS A AIRPLANE ON THE RUNWAY OF THE AIRPORT,an airplane parked in the airplane parking lot [SEP]
A plan parked on the cement near a terminal.,an airplane parked in the airplane parking lot [SEP]
A man sitting on a large bench talking on a cell phone.,people standing around a yellow sign next to a bus. [SEP]
A man sitting on a modern bench talking on a phone.,people standing around a yellow sign next to a bus. [SEP]
A man sitting on a black and yellow bench on the phone.,people standing around a yellow sign next to a bus. [SEP]
A man is sitting on a public bench on a busy city street.,people standing around a yellow sign next to a bus. [SEP]
Man talking on personal cell phone on a yellow and black bench.,people standing around a yellow sign next to a bus. [SEP]
a car is stopped in the street for people to cross,a person walking across a street with a car in the background [SEP]
a white car is pulled up and stopped at a line,a person walking across a street with a car in the background [SEP]
A car at an intersection while a man is crossing the street. ,a person walking across a street with a car in the background [SEP]
a silver car under a signal light that is green with a man in the  crosswalk,a person walking across a street with a car in the background [SEP]
A car that is sitting near a green street light.,a person walking across a street with a car in the background [SEP]
A traffic signal sitting next to a street at night.,a streetlight is lit at an intersection with a car going by. [SEP]
"Traffic light at night, appearing very confusing. ",a streetlight is lit at an intersection with a car going by. [SEP]
The electronic stop sign glows brightly at night time.,a streetlight is lit at an intersection with a car going by. [SEP]
A variety of traffic lights and road signs.,a streetlight is lit at an intersection with a car going by. [SEP]
There is a street light with two green arrows in different directions,a streetlight is lit at an intersection with a car going by. [SEP]
A small blue plane sitting on top of a field.,a restored propeller fighter plane coming in to land [SEP]
an E2 airplane painted blue with black and white stripes ,a restored propeller fighter plane coming in to land [SEP]
An old warplane is on display in a field.  ,a restored propeller fighter plane coming in to land [SEP]
a blue small plane standing at the airstrip,a restored propeller fighter plane coming in to land [SEP]
Model airplane with an American insignia and stripes on wings.,a restored propeller fighter plane coming in to land [SEP]
Man bending down to check out a model plain that is parked in the grass,a working man unloading the propeller of a small airplane. [SEP]
Man behind a radio operated model airplane on the ground.,a working man unloading the propeller of a small airplane. [SEP]
The man is crouched down with a small airplane model. ,a working man unloading the propeller of a small airplane. [SEP]
a small red and white toy plane in the grass,a working man unloading the propeller of a small airplane. [SEP]
A man smiles while kneeling beside a miniature airplane.,a working man unloading the propeller of a small airplane. [SEP]
A small plane flying through a cloudy blue sky.,a airplane flying through a clear blue sky. [SEP]
Red and white small plane on partially cloudy day.,a airplane flying through a clear blue sky. [SEP]
"A red and white biplane in a blue, cloudy sky.",a airplane flying through a clear blue sky. [SEP]
A plane that is flying in the air.,a airplane flying through a clear blue sky. [SEP]
A small lightweight airplane flying through the sky.,a airplane flying through a clear blue sky. [SEP]
A park bench siting next to a tree next to a  park.,a bench in the shade of an open park. [SEP]
Green park bench in front of a tree on a sunny day.,a bench in the shade of an open park. [SEP]
A lone public bench under a tree surrounded by other trees and grass.  ,a bench in the shade of an open park. [SEP]
A green slated park bench under a tree.,a bench in the shade of an open park. [SEP]
A green painted bench sitting underneath a tree.,a bench in the shade of an open park. [SEP]
a giraffe walking through trees on a sunny day,a giraffe is standing in the grass near trees. [SEP]
Giraffe grazing on leaves from tree in native area.,a giraffe is standing in the grass near trees. [SEP]
A giraffe is walking slowly on the grass as other giraffes walk ahead in a park.,a giraffe is standing in the grass near trees. [SEP]
The giraffe is looking for a place to eat.,a giraffe is standing in the grass near trees. [SEP]
A tall giraffe eating leaves off a tree,a giraffe is standing in the grass near trees. [SEP]
a view of an air plane wing in the air ,a small airplane flying through a gray cloudy sky. [SEP]
Is this the inside of a building for skateboarding?,a small airplane flying through a gray cloudy sky. [SEP]
A yellow airplane wing pointed toward the ground?,a small airplane flying through a gray cloudy sky. [SEP]
An ariel view of a planet in space is shown.,a small airplane flying through a gray cloudy sky. [SEP]
landscape photo with plane wing at top and view of sandy hills showing rain gulleys,a small airplane flying through a gray cloudy sky. [SEP]
The snow covered mountain looks over the small city.,an air plane with with mountains in the background [SEP]
A COMMERCIAL AIRPLANE FLYING ABOVE THE CITY AND MOUNTAIN,an air plane with with mountains in the background [SEP]
The airplane has taken off from the airport. ,an air plane with with mountains in the background [SEP]
"A plane ascends over a city, with mountains in the background.",an air plane with with mountains in the background [SEP]
a passenger jet plane beginning its ascent over a city in the mountains,an air plane with with mountains in the background [SEP]
A motorcycle sits parked across from a herd of livestock.,a motorcycle parked in the middle of the desert. [SEP]
"A motorbike, people and sheep in the background",a motorcycle parked in the middle of the desert. [SEP]
A motorcycle parked on top of a sandy beach.,a motorcycle parked in the middle of the desert. [SEP]
A motorcycle in the foreground parked in a dirt parking lot,a motorcycle parked in the middle of the desert. [SEP]
A multicolored motorcycle rests outside of a sheep farm.,a motorcycle parked in the middle of the desert. [SEP]
A large group of sheep in a grassy field.,a sheep in a field grazing and resting trees. [SEP]
many different animals in a large field of green grass ,a sheep in a field grazing and resting trees. [SEP]
A lot of animals that are in the grass.,a sheep in a field grazing and resting trees. [SEP]
Sheep are grazing on a bright green field.,a sheep in a field grazing and resting trees. [SEP]
THERE ARE A LOT OF SHEEPS ON THE GRASS EATING,a sheep in a field grazing and resting trees. [SEP]
A giraffe with a mouth full of grass in front of a forest.,a giraffe eating food from a hay feeder. [SEP]
A close up of a giraffe chewing on some hay.,a giraffe eating food from a hay feeder. [SEP]
a close up of a giraffe head eating on grass,a giraffe eating food from a hay feeder. [SEP]
A giraffe is chewing a mouthful of grass.,a giraffe eating food from a hay feeder. [SEP]
A hungry giraffe is eating it's food in the zoo.,a giraffe eating food from a hay feeder. [SEP]
A giraffe standing in the grass near a tree.,a giraffe looks at the camera in a zoo. [SEP]
a brown and white giraffe in a field of grass,a giraffe looks at the camera in a zoo. [SEP]
a close up of a giraffe with a blurry background ,a giraffe looks at the camera in a zoo. [SEP]
A giraffe stands alone near a rocky hill.,a giraffe looks at the camera in a zoo. [SEP]
A giraffe standing in a picture with a field in back.,a giraffe looks at the camera in a zoo. [SEP]
A building shines in the clear sky as cars drive underneath.,a tall building with a pointy top with a taxi in front of it. [SEP]
A street scene at an intersection with tall skyscrapers in the background. ,a tall building with a pointy top with a taxi in front of it. [SEP]
Large glass building shining from sunlight on it. ,a tall building with a pointy top with a taxi in front of it. [SEP]
A CITY WITH SKY SCRAPERS AND CARS ON IT ,a tall building with a pointy top with a taxi in front of it. [SEP]
Large modern buildings on a busy street. ,a tall building with a pointy top with a taxi in front of it. [SEP]
A large white dog is sitting on a bench beside an elderly man.,a man sitting on a bench next to his dog and a dog. [SEP]
A large white dog sits on a bench with people next to a path.,a man sitting on a bench next to his dog and a dog. [SEP]
A large dog sits just his bottom on a park bench.,a man sitting on a bench next to his dog and a dog. [SEP]
A dog sitting on a bench next to an old man.,a man sitting on a bench next to his dog and a dog. [SEP]
A couple of people sitting on a bench next to a dog.,a man sitting on a bench next to his dog and a dog. [SEP]
a woman is on a poster hanging outside,a street sign with a picture of woman holding a umbrella. [SEP]
A sign in a median is displaying an ad of a woman.,a street sign with a picture of woman holding a umbrella. [SEP]
A city sidewalk billboard featuring a young woman.,a street sign with a picture of woman holding a umbrella. [SEP]
A billboard on the median of an intersection.,a street sign with a picture of woman holding a umbrella. [SEP]
City art installation showing a picture of a girl.,a street sign with a picture of woman holding a umbrella. [SEP]
A yellow bus is parked near people on the side of the road.,a crowd of people walking along side a bus. [SEP]
A yellow bus stopping at a bus stop in a city.,a crowd of people walking along side a bus. [SEP]
A bus stopped at a bus stop while passengers get on and off.,a crowd of people walking along side a bus. [SEP]
A group of people at a bus stop boarding the bus.,a crowd of people walking along side a bus. [SEP]
It doesn't appear that anyone is waiting on the bus.,a crowd of people walking along side a bus. [SEP]
A lone giraffe walking in an open field.,a giraffe looking up at a cloudy sky [SEP]
A giraffe stands in the grass in Africa. ,a giraffe looking up at a cloudy sky [SEP]
A giraffe stands in the field as the sun goes down.,a giraffe looking up at a cloudy sky [SEP]
A tall giraffe standing in a lush green field.,a giraffe looking up at a cloudy sky [SEP]
"A giraffe stands in a vast, green expanse while puffy clouds and blue sky fill in the background.",a giraffe looking up at a cloudy sky [SEP]
Two giraffes standing together in an open field zoo den,two giraffes and several deer eating from a tree. [SEP]
One giraffe licks the tree limb while the other looks at him strangely. ,two giraffes and several deer eating from a tree. [SEP]
Two giraffes lick a branch on a grassy field.,two giraffes and several deer eating from a tree. [SEP]
There are two giraffes standing next to a tree branch,two giraffes and several deer eating from a tree. [SEP]
Head of two giraffes with one slicking the bark on a tree.,two giraffes and several deer eating from a tree. [SEP]
A couple of traffic lights sitting under a cloudy sky.,a street sign hanging off the side of a traffic light. [SEP]
a street light has the red lights glowing,a street sign hanging off the side of a traffic light. [SEP]
The traffic lights are clearly visible for all of us to see. ,a street sign hanging off the side of a traffic light. [SEP]
a pole with a stop lights attached to it,a street sign hanging off the side of a traffic light. [SEP]
two sets of street lights attached to a pole ,a street sign hanging off the side of a traffic light. [SEP]
A giraffe drinking water from a  river on a beach.,a giraffe walking on a ground in the middle of a baby elephant's enclosure [SEP]
A lone giraffe that is getting a drink of water from a small pond.,a giraffe walking on a ground in the middle of a baby elephant's enclosure [SEP]
A giraffe awkwardly sips water from a puddle in the dirt road.,a giraffe walking on a ground in the middle of a baby elephant's enclosure [SEP]
Giraffe is eating or drinking something off of the ground.,a giraffe walking on a ground in the middle of a baby elephant's enclosure [SEP]
A giraffe leaning down and bending its knees to drink from a puddle,a giraffe walking on a ground in the middle of a baby elephant's enclosure [SEP]
A group of giraffes standing near each other. ,giraffes are in a grassy area at a zoo. [SEP]
a small herd of giraffe in an open field,giraffes are in a grassy area at a zoo. [SEP]
All of the tall giraffes are standing in the grass.,giraffes are in a grassy area at a zoo. [SEP]
A bunch of giraffes that are standing in the grass.,giraffes are in a grassy area at a zoo. [SEP]
Several giraffes standing near rocks in front of trees.,giraffes are in a grassy area at a zoo. [SEP]
Two giraffe standing next to each other on a grassy field.,two giraffes stand in the grass near a tall tree. [SEP]
Two giraffes stroll past each other near a bush.,two giraffes stand in the grass near a tall tree. [SEP]
Two giraffes standing near trees in a grassy area. ,two giraffes stand in the grass near a tall tree. [SEP]
Two giraffes rub their necks together as they stand by the trees in the sunlight. ,two giraffes stand in the grass near a tall tree. [SEP]
Two giraffes crossing paths on a green and grassy field.,two giraffes stand in the grass near a tall tree. [SEP]
A giraffe lying on the ground in a zoo pin.,a giraffe sitting down look out of a cage [SEP]
A giraffe laying down on the dirt ground. ,a giraffe sitting down look out of a cage [SEP]
Lone giraffe lying in dirt area of enclosure.,a giraffe sitting down look out of a cage [SEP]
Small giraffe sitting on the ground while the sun hits its body.,a giraffe sitting down look out of a cage [SEP]
A giraffe laying down on top of a dirt field.,a giraffe sitting down look out of a cage [SEP]
a couple of giraffes that are walking around,a giraffe holds its head over a fence as people look on in the background. [SEP]
A herd of giraffe standing on top of a dirt field.,a giraffe holds its head over a fence as people look on in the background. [SEP]
Several smaller giraffes that are in an enclosure.,a giraffe holds its head over a fence as people look on in the background. [SEP]
The giraffes are walking in different directions outside.,a giraffe holds its head over a fence as people look on in the background. [SEP]
A giraffe standing next to three baby giraffes in a zoo exhibit.,a giraffe holds its head over a fence as people look on in the background. [SEP]
some street signs sitting on a pole next to a street light ,a street sign hanging off the side of a traffic light. [SEP]
A traffic light and road signs are posted near buildings.,a street sign hanging off the side of a traffic light. [SEP]
A traffic light and a sign for the entrance of highway 527 South.,a street sign hanging off the side of a traffic light. [SEP]
A streetlight next to a street sign and a directional sign.,a street sign hanging off the side of a traffic light. [SEP]
a green light is next to a couple of street signs on a pole,a street sign hanging off the side of a traffic light. [SEP]
A street light with many signs on it stands to the foreground of a large building standing beside a naked tree.  ,a couple of street signs and a traffic light. [SEP]
A stoplight with street signs on it ,a couple of street signs and a traffic light. [SEP]
A pole has street signs and traffic lights on it.,a couple of street signs and a traffic light. [SEP]
The traffic and walk signals are at C and 3 Streets,a couple of street signs and a traffic light. [SEP]
"There is an image of an outdoor area. 

",a couple of street signs and a traffic light. [SEP]
A bench with potted plants sitting on top of it. ,a bird is sitting on a bench in the plants. [SEP]
A bench surrounded by different plants on ground and potted plants.,a bird is sitting on a bench in the plants. [SEP]
An empty red bench in an overgrown garden.,a bird is sitting on a bench in the plants. [SEP]
A bench is in an overgrown yard by a hose.,a bird is sitting on a bench in the plants. [SEP]
There is a metal and wood chair in a garden,a bird is sitting on a bench in the plants. [SEP]
A large giraffe is standing in the wilderness.,a giraffe is standing behind tall tree trees. [SEP]
A giraffe stands in an area with many tall trees,a giraffe is standing behind tall tree trees. [SEP]
A giraffe standing in a field full of trees and plants.,a giraffe is standing behind tall tree trees. [SEP]
A large giraffe is standing outdoors near some trees. ,a giraffe is standing behind tall tree trees. [SEP]
A large tall giraffe standing by a tree.,a giraffe is standing behind tall tree trees. [SEP]
A yellow school bus with a creepy eye shaped rear view mirror.,a school bus is being shown in a rearview mirror. [SEP]
The mirrors of a yellow school bus below a cloudy sky.,a school bus is being shown in a rearview mirror. [SEP]
The school bus features a safety mirror on the side.,a school bus is being shown in a rearview mirror. [SEP]
a close up of the front end of a school bus ,a school bus is being shown in a rearview mirror. [SEP]
A school bus with a front mirror next to a light pole.,a school bus is being shown in a rearview mirror. [SEP]
An eating area with a table and a few chairs.,the sun shines through the window into a room with a table and chairs. [SEP]
Table situated in corner of room with a vase for a center piece,the sun shines through the window into a room with a table and chairs. [SEP]
A wooden table sitting below a bunch of windows.,the sun shines through the window into a room with a table and chairs. [SEP]
A dining room table next to windows overlooking woods,the sun shines through the window into a room with a table and chairs. [SEP]
A wooden dining table is surrounded by windows.,the sun shines through the window into a room with a table and chairs. [SEP]
A large point tower towering over a traffic light.,a traffic light and clock are on a dark city street. [SEP]
a stop light that is out on a pole,a traffic light and clock are on a dark city street. [SEP]
Street signal light near church at dusk near streetlight.,a traffic light and clock are on a dark city street. [SEP]
"A view of a stop light, with a cathedral, in the back.",a traffic light and clock are on a dark city street. [SEP]
Traffic signals direct traffic while a tower is in the background.,a traffic light and clock are on a dark city street. [SEP]
"Close up of a traffic light with three lights, the top illuminated red with a person image, the second down not illuminated, and the bottom on hanging down.",a street sign hanging off the side of a traffic light. [SEP]
there are three different lights that show if u can walk,a street sign hanging off the side of a traffic light. [SEP]
A traffic light with it's green light busted.,a street sign hanging off the side of a traffic light. [SEP]
A traffic signal has a pedestrian walk symbol alight.   ,a street sign hanging off the side of a traffic light. [SEP]
A stoplight on a pole near a large building ,a street sign hanging off the side of a traffic light. [SEP]
A woman in sunglasses is in a picture with a giraffe. ,a giraffe inside a sunglasses taking a picture [SEP]
A woman wearing sun glasses standing next to a giraffe.,a giraffe inside a sunglasses taking a picture [SEP]
a woman smiles as a giraffe walks in the back ground ,a giraffe inside a sunglasses taking a picture [SEP]
a lady with glasses with a giraffe behind her,a giraffe inside a sunglasses taking a picture [SEP]
The woman is taking a picture of herself and the giraffe. ,a giraffe inside a sunglasses taking a picture [SEP]
A bus parked next to another bus at a bus stop.,two people are standing on the sidewalk and a city bus with a bicycle on the back of a bus stopped at a bus stop. [SEP]
People getting on a bus at a station.,two people are standing on the sidewalk and a city bus with a bicycle on the back of a bus stopped at a bus stop. [SEP]
People boarding a commuter bus on a sunny day,two people are standing on the sidewalk and a city bus with a bicycle on the back of a bus stopped at a bus stop. [SEP]
A busy city bus stop with people boarding the buses.,two people are standing on the sidewalk and a city bus with a bicycle on the back of a bus stopped at a bus stop. [SEP]
A white bus is parked at a station where people are waiting.,two people are standing on the sidewalk and a city bus with a bicycle on the back of a bus stopped at a bus stop. [SEP]
A line of multiple buses parked along a wall.,two buses are parked along a street with people walking by. [SEP]
A long line of buses pass on an urban street. ,two buses are parked along a street with people walking by. [SEP]
A caravan of buses are parked on the side of the road.,two buses are parked along a street with people walking by. [SEP]
A very long row of buses on the street in a city.,two buses are parked along a street with people walking by. [SEP]
Several city buses lined up in a large city.,two buses are parked along a street with people walking by. [SEP]
A couple of giraffes that are standing in the grass.,two giraffes are standing together and one is by some rocks [SEP]
two giraffes in a field near many trees,two giraffes are standing together and one is by some rocks [SEP]
"Two giraffes are grazing side by side, but in opposite directions.",two giraffes are standing together and one is by some rocks [SEP]
Two giraffes are facing in opposite directions with their necks bent down.  ,two giraffes are standing together and one is by some rocks [SEP]
A couple of giraffe standing next to each other.,two giraffes are standing together and one is by some rocks [SEP]
A park bench submerged in water in a flood.,a fire hydrant with a sign in the middle of it on a flooded river. [SEP]
An orange bench surrounded by flood waters near a small metal grill.,a fire hydrant with a sign in the middle of it on a flooded river. [SEP]
A bench under water in a park that has been flooded ,a fire hydrant with a sign in the middle of it on a flooded river. [SEP]
The water of the river is muddy brown.,a fire hydrant with a sign in the middle of it on a flooded river. [SEP]
A red park bench sitting in the middle of a flooded area.,a fire hydrant with a sign in the middle of it on a flooded river. [SEP]
A woman sitting on a bench reading a paper.,"two people reading a book on a bench, and a bicycle in front of them. [SEP]"
"A man and a women sitting on a bench, the women is reading a newspaper.","two people reading a book on a bench, and a bicycle in front of them. [SEP]"
A young woman sitting on the bench of a pier reading the newspaper,"two people reading a book on a bench, and a bicycle in front of them. [SEP]"
A lady reading a newspaper on a public bench outside.,"two people reading a book on a bench, and a bicycle in front of them. [SEP]"
two people sitting on a bench with a boat in the background,"two people reading a book on a bench, and a bicycle in front of them. [SEP]"
A giraffe standing next to a covered structure.,a giraffe looks into the camera as his close up is taken from the top of a wooden building. [SEP]
A giraffe reaching up to greet someone with food,a giraffe looks into the camera as his close up is taken from the top of a wooden building. [SEP]
A giraffe extends his neck near an onlooker.,a giraffe looks into the camera as his close up is taken from the top of a wooden building. [SEP]
People are feeding a giraffe at the zoo.,a giraffe looks into the camera as his close up is taken from the top of a wooden building. [SEP]
Giraffe approaches a person and almost touches person hand.,a giraffe looks into the camera as his close up is taken from the top of a wooden building. [SEP]
People are waiting on a corner to cross a street. ,people stand together waiting for the intersection of mickey and love la. [SEP]
A man speaking to a crowd of people waiting to cross the street.,people stand together waiting for the intersection of mickey and love la. [SEP]
A large group of people on a corner waiting to cross the street.,people stand together waiting for the intersection of mickey and love la. [SEP]
A group of people are at an intersection to cross the street.,people stand together waiting for the intersection of mickey and love la. [SEP]
A group of people standing at a corner looking across the street,people stand together waiting for the intersection of mickey and love la. [SEP]
A single park bench is by small trees.,a bench sits in the grass next to some trees. [SEP]
an image of a park bench that is sitting in the grass,a bench sits in the grass next to some trees. [SEP]
a bench in a field near some small trees,a bench sits in the grass next to some trees. [SEP]
A bench sitting in the grass in front of trees.,a bench sits in the grass next to some trees. [SEP]
A park bench with a broken board on one end.,a bench sits in the grass next to some trees. [SEP]
A girl and boy sitting at a wooden table with the boy looking at the girl.,a young boy and girl sitting at a table with a piece of material in their mouth. [SEP]
Two kids sitting at a wooden table eating chips.,a young boy and girl sitting at a table with a piece of material in their mouth. [SEP]
A young boy standing next to a young girl and a bag of chips.,a young boy and girl sitting at a table with a piece of material in their mouth. [SEP]
The two young children are sitting at the table together. ,a young boy and girl sitting at a table with a piece of material in their mouth. [SEP]
A little girl has a bag of chips and a boy is smiling at her,a young boy and girl sitting at a table with a piece of material in their mouth. [SEP]
A rusted pink fire hydrant in the grass,"a rusty, old, bright colored fir hydrant. [SEP]"
Close up of slightly rusted fire hydrant on the grass.,"a rusty, old, bright colored fir hydrant. [SEP]"
A faded and rusty fire hydrant in grass next to the street.,"a rusty, old, bright colored fir hydrant. [SEP]"
old and faded fire hydrant surrounded by some green grass,"a rusty, old, bright colored fir hydrant. [SEP]"
An old fire hydrant sitting outside in the grass. ,"a rusty, old, bright colored fir hydrant. [SEP]"
A bicycle is lying on the sidewalk beside a fire hydrant.,a bicycle is parked next to a fire hydrant [SEP]
Two eyes painted on a fire hydrant make it look more festive.,a bicycle is parked next to a fire hydrant [SEP]
A fire hydrant with a pair of eye stickers making a face on it.,a bicycle is parked next to a fire hydrant [SEP]
The fire hydrant on the side of the road has eyes painted on it. ,a bicycle is parked next to a fire hydrant [SEP]
A fire hydrant in which someone put two eyes on it.,a bicycle is parked next to a fire hydrant [SEP]
A red fire hydrant sitting next to a sandwich sign.,an old traffic light with a snow board on the post [SEP]
A fire hydrant and sign covered in snow,an old traffic light with a snow board on the post [SEP]
A fire hydrant near a sign that is covered with sticky snow.,an old traffic light with a snow board on the post [SEP]
A fire hydrant outside on a street covered in snow.,an old traffic light with a snow board on the post [SEP]
A snow covered city street featuring a red fire hydrant,an old traffic light with a snow board on the post [SEP]
A little girl in a pink shirt standing near a blue metal sculpture.,"people looking at various items in street, in a city. [SEP]"
People are standing outside in a busy city street.,"people looking at various items in street, in a city. [SEP]"
Woman taking a picture of someone standing behind a sculpture and a child pushing another woman towards the sculpture. ,"people looking at various items in street, in a city. [SEP]"
People in a inner city courtyard watching a performance. ,"people looking at various items in street, in a city. [SEP]"
A woman snaps a photo of people having fun in the courtyard.,"people looking at various items in street, in a city. [SEP]"
A newly married emo hipster couple sitting on a bench.,a man and a woman sitting on a bench and a dog [SEP]
a woman and man sits on a wooden bench,a man and a woman sitting on a bench and a dog [SEP]
A smiling couple in wedding attire on a wooden bench.,a man and a woman sitting on a bench and a dog [SEP]
A bride and groom pose for wedding pictures.,a man and a woman sitting on a bench and a dog [SEP]
A bride with blue hair and a groom sitting on a bench together. ,a man and a woman sitting on a bench and a dog [SEP]
A red fire hydrant is leaking onto a side walk.,a old hydrant shoots water into the street. [SEP]
A red fire hydrant gushing water onto a street.,a old hydrant shoots water into the street. [SEP]
A red fire hydrant pouring water onto a sidewalk.,a old hydrant shoots water into the street. [SEP]
A red fire hydrant opened and spilling water.,a old hydrant shoots water into the street. [SEP]
A red fire hydrant spouting water onto sidewalk with trees in background.,a old hydrant shoots water into the street. [SEP]
A herd of sheep standing on top of snow covered field.,the sheep are grazing on the ground outside in the winter. [SEP]
Several sheep grazing in a field of tall grass in front of a building.,the sheep are grazing on the ground outside in the winter. [SEP]
Group of sheep and mountain out front of old house.,the sheep are grazing on the ground outside in the winter. [SEP]
A flock of sheep standing around in the middle of a pen.,the sheep are grazing on the ground outside in the winter. [SEP]
Sheep are grazing in a snow dusted field. ,the sheep are grazing on the ground outside in the winter. [SEP]
A couple of kids standing around a red fire hydrant.,a woman and a little girl on a sidewalk with a fire hydrant in the background. [SEP]
Two girls are wearing plastic firefighter hats and standing next to a fire hydrant. ,a woman and a little girl on a sidewalk with a fire hydrant in the background. [SEP]
Two little girls are wearing fireman hats and poking a fire hydrant.,a woman and a little girl on a sidewalk with a fire hydrant in the background. [SEP]
Two young girls in toy fire helmets looking at a fire hydrant.,a woman and a little girl on a sidewalk with a fire hydrant in the background. [SEP]
two small children playing next to a fired hydrant and holding a balloon,a woman and a little girl on a sidewalk with a fire hydrant in the background. [SEP]
A giraffe and a zebra are in a grassy field.,a giraffe and a zebra are in their enclosure at the zoo. [SEP]
A giraffe and zebra in field next to a fence and building.,a giraffe and a zebra are in their enclosure at the zoo. [SEP]
A giraffe and a zebra are in their pen at the zoo.,a giraffe and a zebra are in their enclosure at the zoo. [SEP]
Giraffe walking near zebra lying in grass in enclosure.,a giraffe and a zebra are in their enclosure at the zoo. [SEP]
A giraffe and a zebra are on a grassy field.,a giraffe and a zebra are in their enclosure at the zoo. [SEP]
A ducks is flying over a body of water.,a man is in the water on a small boat. [SEP]
A duck is in the air flying over water.,a man is in the water on a small boat. [SEP]
A duck is flying low above the water.,a man is in the water on a small boat. [SEP]
A duck flying above a large body of water.,a man is in the water on a small boat. [SEP]
a white brown and green duck is flying over some water,a man is in the water on a small boat. [SEP]
A yellow and blue fire hydrant sitting on a sidewalk.,a street sign above a city street and building. [SEP]
A yellow and blue fire hydrant on the sidewalk.,a street sign above a city street and building. [SEP]
A freeway sign states Las Vegas north in the background behind a yellow and blue fire hydrant,a street sign above a city street and building. [SEP]
A brightly colored fire hydrant sits beside a brightly colored curb.,a street sign above a city street and building. [SEP]
A fire hydrant that is painted yellow and blue.,a street sign above a city street and building. [SEP]
A flock of small birds flying in the sky over the water.,a bird flying over the water in front of a boat. [SEP]
Several birds that are flying together over a body of water.,a bird flying over the water in front of a boat. [SEP]
A flock of birds flying over a field.,a bird flying over the water in front of a boat. [SEP]
A black and white image showing birds flying over a body of water.,a bird flying over the water in front of a boat. [SEP]
A group of birds flying over the water,a bird flying over the water in front of a boat. [SEP]
A float in a parade on a sunny day.,people sit on the roof of an old time truck during a parade. [SEP]
a large fire hydrant on a truck ,people sit on the roof of an old time truck during a parade. [SEP]
Truck towing  wheeled hydrant in a parade,people sit on the roof of an old time truck during a parade. [SEP]
A parade has a float with a fire hydrant on it.,people sit on the roof of an old time truck during a parade. [SEP]
The jazz band is taking part in a parade.,people sit on the roof of an old time truck during a parade. [SEP]
A swan is floating down the river by the boat.,people with a black boat and a kite with people in a boat on the water. [SEP]
A boat with flags and tents is docked next to a grassy bank.,people with a black boat and a kite with people in a boat on the water. [SEP]
A boat that is decorated with flags on the water. ,people with a black boat and a kite with people in a boat on the water. [SEP]
a parked boat with some items inside of it ,people with a black boat and a kite with people in a boat on the water. [SEP]
A large red boat sitting next to a lush green shore.,people with a black boat and a kite with people in a boat on the water. [SEP]
There are mountains in the background and a lake in the middle.,a fire hydrant is in the middle of the lake. [SEP]
a red fire hydrant in a field covered in snow,a fire hydrant is in the middle of the lake. [SEP]
"A fire hydrant in front of a snow covered field, a lake and mountain backdrop.",a fire hydrant is in the middle of the lake. [SEP]
A hydran in a snow covered field overlooking a lake.,a fire hydrant is in the middle of the lake. [SEP]
An expanse of snow in the middle of dry plants,a fire hydrant is in the middle of the lake. [SEP]
