correct,generate
A billboard on the median of an intersection.,a white sign with a picture of a woman [SEP]
City art installation showing a picture of a girl.,a white sign with a picture of a woman [SEP]
A yellow bus is parked near people on the side of the road.,a yellow bus [SEP]
A yellow bus stopping at a bus stop in a city.,a yellow bus [SEP]
A bus stopped at a bus stop while passengers get on and off.,a yellow bus [SEP]
A group of people at a bus stop boarding the bus.,a yellow bus [SEP]
It doesn't appear that anyone is waiting on the bus.,a yellow bus [SEP]
A lone giraffe walking in an open field.,a gife standing in a field [SEP]
A giraffe stands in the grass in Africa. ,a gife standing in a field [SEP]
A giraffe stands in the field as the sun goes down.,a gife standing in a field [SEP]
A tall giraffe standing in a lush green field.,a gife standing in a field [SEP]
"A giraffe stands in a vast, green expanse while puffy clouds and blue sky fill in the background.",a gife standing in a field [SEP]
Two giraffes standing together in an open field zoo den,two gis are standing next to each other gis [SEP]
One giraffe licks the tree limb while the other looks at him strangely. ,two gis are standing next to each other gis [SEP]
Two giraffes lick a branch on a grassy field.,two gis are standing next to each other gis [SEP]
There are two giraffes standing next to a tree branch,two gis are standing next to each other gis [SEP]
Head of two giraffes with one slicking the bark on a tree.,two gis are standing next to each other gis [SEP]
A couple of traffic lights sitting under a cloudy sky.,a traffic light [SEP]
a street light has the red lights glowing,a traffic light [SEP]
The traffic lights are clearly visible for all of us to see. ,a traffic light [SEP]
a pole with a stop lights attached to it,a traffic light [SEP]
two sets of street lights attached to a pole ,a traffic light [SEP]
A giraffe drinking water from a  river on a beach.,a gife drinking water [SEP]
A lone giraffe that is getting a drink of water from a small pond.,a gife drinking water [SEP]
A giraffe awkwardly sips water from a puddle in the dirt road.,a gife drinking water [SEP]
Giraffe is eating or drinking something off of the ground.,a gife drinking water [SEP]
A giraffe leaning down and bending its knees to drink from a puddle,a gife drinking water [SEP]
A group of giraffes standing near each other. ,a group of gis [SEP]
a small herd of giraffe in an open field,a group of gis [SEP]
All of the tall giraffes are standing in the grass.,a group of gis [SEP]
A bunch of giraffes that are standing in the grass.,a group of gis [SEP]
Several giraffes standing near rocks in front of trees.,a group of gis [SEP]
Two giraffe standing next to each other on a grassy field.,two gis standing in a field [SEP]
Two giraffes stroll past each other near a bush.,two gis standing in a field [SEP]
Two giraffes standing near trees in a grassy area. ,two gis standing in a field [SEP]
Two giraffes rub their necks together as they stand by the trees in the sunlight. ,two gis standing in a field [SEP]
Two giraffes crossing paths on a green and grassy field.,two gis standing in a field [SEP]
A giraffe lying on the ground in a zoo pin.,a gife sitting on the ground [SEP]
A giraffe laying down on the dirt ground. ,a gife sitting on the ground [SEP]
Lone giraffe lying in dirt area of enclosure.,a gife sitting on the ground [SEP]
Small giraffe sitting on the ground while the sun hits its body.,a gife sitting on the ground [SEP]
A giraffe laying down on top of a dirt field.,a gife sitting on the ground [SEP]
a couple of giraffes that are walking around,a gifet in a zoo [SEP]
A herd of giraffe standing on top of a dirt field.,a gifet in a zoo [SEP]
Several smaller giraffes that are in an enclosure.,a gifet in a zoo [SEP]
The giraffes are walking in different directions outside.,a gifet in a zoo [SEP]
A giraffe standing next to three baby giraffes in a zoo exhibit.,a gifet in a zoo [SEP]
some street signs sitting on a pole next to a street light ,a street sign on a pole [SEP]
A traffic light and road signs are posted near buildings.,a street sign on a pole [SEP]
A traffic light and a sign for the entrance of highway 527 South.,a street sign on a pole [SEP]
A streetlight next to a street sign and a directional sign.,a street sign on a pole [SEP]
a green light is next to a couple of street signs on a pole,a street sign on a pole [SEP]
A street light with many signs on it stands to the foreground of a large building standing beside a naked tree.  ,a traffic light with a stop light on it [SEP]
A stoplight with street signs on it ,a traffic light with a stop light on it [SEP]
A pole has street signs and traffic lights on it.,a traffic light with a stop light on it [SEP]
The traffic and walk signals are at C and 3 Streets,a traffic light with a stop light on it [SEP]
"There is an image of an outdoor area. 

",a traffic light with a stop light on it [SEP]
A bench with potted plants sitting on top of it. ,a red bench [SEP]
A bench surrounded by different plants on ground and potted plants.,a red bench [SEP]
An empty red bench in an overgrown garden.,a red bench [SEP]
A bench is in an overgrown yard by a hose.,a red bench [SEP]
There is a metal and wood chair in a garden,a red bench [SEP]
A large giraffe is standing in the wilderness.,a gife standing in the woods [SEP]
A giraffe stands in an area with many tall trees,a gife standing in the woods [SEP]
A giraffe standing in a field full of trees and plants.,a gife standing in the woods [SEP]
A large giraffe is standing outdoors near some trees. ,a gife standing in the woods [SEP]
A large tall giraffe standing by a tree.,a gife standing in the woods [SEP]
A yellow school bus with a creepy eye shaped rear view mirror.,a yellow school bus with a mirror on the side [SEP]
The mirrors of a yellow school bus below a cloudy sky.,a yellow school bus with a mirror on the side [SEP]
The school bus features a safety mirror on the side.,a yellow school bus with a mirror on the side [SEP]
a close up of the front end of a school bus ,a yellow school bus with a mirror on the side [SEP]
A school bus with a front mirror next to a light pole.,a yellow school bus with a mirror on the side [SEP]
An eating area with a table and a few chairs.,a wooden table [SEP]
Table situated in corner of room with a vase for a center piece,a wooden table [SEP]
A wooden table sitting below a bunch of windows.,a wooden table [SEP]
A dining room table next to windows overlooking woods,a wooden table [SEP]
A wooden dining table is surrounded by windows.,a wooden table [SEP]
A large point tower towering over a traffic light.,a traffic light with a building in the background [SEP]
a stop light that is out on a pole,a traffic light with a building in the background [SEP]
Street signal light near church at dusk near streetlight.,a traffic light with a building in the background [SEP]
"A view of a stop light, with a cathedral, in the back.",a traffic light with a building in the background [SEP]
Traffic signals direct traffic while a tower is in the background.,a traffic light with a building in the background [SEP]
"Close up of a traffic light with three lights, the top illuminated red with a person image, the second down not illuminated, and the bottom on hanging down.",a traffic light [SEP]
there are three different lights that show if u can walk,a traffic light [SEP]
A traffic light with it's green light busted.,a traffic light [SEP]
A traffic signal has a pedestrian walk symbol alight.   ,a traffic light [SEP]
A stoplight on a pole near a large building ,a traffic light [SEP]
A woman in sunglasses is in a picture with a giraffe. ,a woman with sunglasses and a git [SEP]
A woman wearing sun glasses standing next to a giraffe.,a woman with sunglasses and a git [SEP]
a woman smiles as a giraffe walks in the back ground ,a woman with sunglasses and a git [SEP]
a lady with glasses with a giraffe behind her,a woman with sunglasses and a git [SEP]
The woman is taking a picture of herself and the giraffe. ,a woman with sunglasses and a git [SEP]
A bus parked next to another bus at a bus stop.,a bus on the road [SEP]
People getting on a bus at a station.,a bus on the road [SEP]
People boarding a commuter bus on a sunny day,a bus on the road [SEP]
A busy city bus stop with people boarding the buses.,a bus on the road [SEP]
A white bus is parked at a station where people are waiting.,a bus on the road [SEP]
A line of multiple buses parked along a wall.,a row of buses [SEP]
A long line of buses pass on an urban street. ,a row of buses [SEP]
A caravan of buses are parked on the side of the road.,a row of buses [SEP]
A very long row of buses on the street in a city.,a row of buses [SEP]
Several city buses lined up in a large city.,a row of buses [SEP]
A couple of giraffes that are standing in the grass.,two gis in the wild [SEP]
two giraffes in a field near many trees,two gis in the wild [SEP]
"Two giraffes are grazing side by side, but in opposite directions.",two gis in the wild [SEP]
Two giraffes are facing in opposite directions with their necks bent down.  ,two gis in the wild [SEP]
A couple of giraffe standing next to each other.,two gis in the wild [SEP]
A park bench submerged in water in a flood.,a red bench in the middle of a flooded field [SEP]
An orange bench surrounded by flood waters near a small metal grill.,a red bench in the middle of a flooded field [SEP]
A bench under water in a park that has been flooded ,a red bench in the middle of a flooded field [SEP]
The water of the river is muddy brown.,a red bench in the middle of a flooded field [SEP]
A red park bench sitting in the middle of a flooded area.,a red bench in the middle of a flooded field [SEP]
A woman sitting on a bench reading a paper.,a woman sitting on a bench reading a newspaper [SEP]
"A man and a women sitting on a bench, the women is reading a newspaper.",a woman sitting on a bench reading a newspaper [SEP]
A young woman sitting on the bench of a pier reading the newspaper,a woman sitting on a bench reading a newspaper [SEP]
A lady reading a newspaper on a public bench outside.,a woman sitting on a bench reading a newspaper [SEP]
two people sitting on a bench with a boat in the background,a woman sitting on a bench reading a newspaper [SEP]
A giraffe standing next to a covered structure.,a git is sticking his head over a fence [SEP]
A giraffe reaching up to greet someone with food,a git is sticking his head over a fence [SEP]
A giraffe extends his neck near an onlooker.,a git is sticking his head over a fence [SEP]
People are feeding a giraffe at the zoo.,a git is sticking his head over a fence [SEP]
Giraffe approaches a person and almost touches person hand.,a git is sticking his head over a fence [SEP]
People are waiting on a corner to cross a street. ,a group of people standing on a sidewalk [SEP]
A man speaking to a crowd of people waiting to cross the street.,a group of people standing on a sidewalk [SEP]
A large group of people on a corner waiting to cross the street.,a group of people standing on a sidewalk [SEP]
A group of people are at an intersection to cross the street.,a group of people standing on a sidewalk [SEP]
A group of people standing at a corner looking across the street,a group of people standing on a sidewalk [SEP]
A single park bench is by small trees.,a bench in the grass [SEP]
an image of a park bench that is sitting in the grass,a bench in the grass [SEP]
a bench in a field near some small trees,a bench in the grass [SEP]
A bench sitting in the grass in front of trees.,a bench in the grass [SEP]
A park bench with a broken board on one end.,a bench in the grass [SEP]
A girl and boy sitting at a wooden table with the boy looking at the girl.,two children sitting at a table [SEP]
Two kids sitting at a wooden table eating chips.,two children sitting at a table [SEP]
A young boy standing next to a young girl and a bag of chips.,two children sitting at a table [SEP]
The two young children are sitting at the table together. ,two children sitting at a table [SEP]
A little girl has a bag of chips and a boy is smiling at her,two children sitting at a table [SEP]
A rusted pink fire hydrant in the grass,a fire hydrant [SEP]
Close up of slightly rusted fire hydrant on the grass.,a fire hydrant [SEP]
A faded and rusty fire hydrant in grass next to the street.,a fire hydrant [SEP]
old and faded fire hydrant surrounded by some green grass,a fire hydrant [SEP]
An old fire hydrant sitting outside in the grass. ,a fire hydrant [SEP]
A bicycle is lying on the sidewalk beside a fire hydrant.,a black fire hydrant [SEP]
Two eyes painted on a fire hydrant make it look more festive.,a black fire hydrant [SEP]
A fire hydrant with a pair of eye stickers making a face on it.,a black fire hydrant [SEP]
The fire hydrant on the side of the road has eyes painted on it. ,a black fire hydrant [SEP]
A fire hydrant in which someone put two eyes on it.,a black fire hydrant [SEP]
A red fire hydrant sitting next to a sandwich sign.,a fire hydrant covered in snow on a snowy day [SEP]
A fire hydrant and sign covered in snow,a fire hydrant covered in snow on a snowy day [SEP]
A fire hydrant near a sign that is covered with sticky snow.,a fire hydrant covered in snow on a snowy day [SEP]
A fire hydrant outside on a street covered in snow.,a fire hydrant covered in snow on a snowy day [SEP]
A snow covered city street featuring a red fire hydrant,a fire hydrant covered in snow on a snowy day [SEP]
A little girl in a pink shirt standing near a blue metal sculpture.,a group of people standing around a blue sculpture [SEP]
People are standing outside in a busy city street.,a group of people standing around a blue sculpture [SEP]
Woman taking a picture of someone standing behind a sculpture and a child pushing another woman towards the sculpture. ,a group of people standing around a blue sculpture [SEP]
People in a inner city courtyard watching a performance. ,a group of people standing around a blue sculpture [SEP]
A woman snaps a photo of people having fun in the courtyard.,a group of people standing around a blue sculpture [SEP]
A newly married emo hipster couple sitting on a bench.,a man wearing a suit [SEP]
a woman and man sits on a wooden bench,a man wearing a suit [SEP]
A smiling couple in wedding attire on a wooden bench.,a man wearing a suit [SEP]
A bride and groom pose for wedding pictures.,a man wearing a suit [SEP]
A bride with blue hair and a groom sitting on a bench together. ,a man wearing a suit [SEP]
A red fire hydrant is leaking onto a side walk.,a red fire hydrant is pouring water [SEP]
A red fire hydrant gushing water onto a street.,a red fire hydrant is pouring water [SEP]
A red fire hydrant pouring water onto a sidewalk.,a red fire hydrant is pouring water [SEP]
A red fire hydrant opened and spilling water.,a red fire hydrant is pouring water [SEP]
A red fire hydrant spouting water onto sidewalk with trees in background.,a red fire hydrant is pouring water [SEP]
A herd of sheep standing on top of snow covered field.,a group of sheep [SEP]
Several sheep grazing in a field of tall grass in front of a building.,a group of sheep [SEP]
Group of sheep and mountain out front of old house.,a group of sheep [SEP]
A flock of sheep standing around in the middle of a pen.,a group of sheep [SEP]
Sheep are grazing in a snow dusted field. ,a group of sheep [SEP]
A couple of kids standing around a red fire hydrant.,a little girl wearing a fireman hat [SEP]
Two girls are wearing plastic firefighter hats and standing next to a fire hydrant. ,a little girl wearing a fireman hat [SEP]
Two little girls are wearing fireman hats and poking a fire hydrant.,a little girl wearing a fireman hat [SEP]
Two young girls in toy fire helmets looking at a fire hydrant.,a little girl wearing a fireman hat [SEP]
two small children playing next to a fired hydrant and holding a balloon,a little girl wearing a fireman hat [SEP]
A giraffe and a zebra are in a grassy field.,a gife standing in a field [SEP]
A giraffe and zebra in field next to a fence and building.,a gife standing in a field [SEP]
A giraffe and a zebra are in their pen at the zoo.,a gife standing in a field [SEP]
Giraffe walking near zebra lying in grass in enclosure.,a gife standing in a field [SEP]
A giraffe and a zebra are on a grassy field.,a gife standing in a field [SEP]
A ducks is flying over a body of water.,a bird flying over a body of water [SEP]
A duck is in the air flying over water.,a bird flying over a body of water [SEP]
A duck is flying low above the water.,a bird flying over a body of water [SEP]
A duck flying above a large body of water.,a bird flying over a body of water [SEP]
a white brown and green duck is flying over some water,a bird flying over a body of water [SEP]
A yellow and blue fire hydrant sitting on a sidewalk.,a yellow and blue fire hydrant on the side of the road [SEP]
A yellow and blue fire hydrant on the sidewalk.,a yellow and blue fire hydrant on the side of the road [SEP]
A freeway sign states Las Vegas north in the background behind a yellow and blue fire hydrant,a yellow and blue fire hydrant on the side of the road [SEP]
A brightly colored fire hydrant sits beside a brightly colored curb.,a yellow and blue fire hydrant on the side of the road [SEP]
A fire hydrant that is painted yellow and blue.,a yellow and blue fire hydrant on the side of the road [SEP]
A flock of small birds flying in the sky over the water.,a flock of birds flying over a body of water [SEP]
Several birds that are flying together over a body of water.,a flock of birds flying over a body of water [SEP]
A flock of birds flying over a field.,a flock of birds flying over a body of water [SEP]
A black and white image showing birds flying over a body of water.,a flock of birds flying over a body of water [SEP]
A group of birds flying over the water,a flock of birds flying over a body of water [SEP]
A float in a parade on a sunny day.,a red fire hydra truck [SEP]
a large fire hydrant on a truck ,a red fire hydra truck [SEP]
Truck towing  wheeled hydrant in a parade,a red fire hydra truck [SEP]
A parade has a float with a fire hydrant on it.,a red fire hydra truck [SEP]
The jazz band is taking part in a parade.,a red fire hydra truck [SEP]
A swan is floating down the river by the boat.,a boat with a tent on the side of it [SEP]
A boat with flags and tents is docked next to a grassy bank.,a boat with a tent on the side of it [SEP]
A boat that is decorated with flags on the water. ,a boat with a tent on the side of it [SEP]
a parked boat with some items inside of it ,a boat with a tent on the side of it [SEP]
A large red boat sitting next to a lush green shore.,a boat with a tent on the side of it [SEP]
There are mountains in the background and a lake in the middle.,a fire hydra sitting in the snow near a lake [SEP]
a red fire hydrant in a field covered in snow,a fire hydra sitting in the snow near a lake [SEP]
"A fire hydrant in front of a snow covered field, a lake and mountain backdrop.",a fire hydra sitting in the snow near a lake [SEP]
A hydran in a snow covered field overlooking a lake.,a fire hydra sitting in the snow near a lake [SEP]
An expanse of snow in the middle of dry plants,a fire hydra sitting in the snow near a lake [SEP]
A flock of white birds flying over small boats.,a black and white photo of boats in a harbor [SEP]
Many birds flying over some boats in the water.,a black and white photo of boats in a harbor [SEP]
A harbor with boats and lots of birds flying around.,a black and white photo of boats in a harbor [SEP]
a black and white picture of seagulls flying over a body of water.,a black and white photo of boats in a harbor [SEP]
A lot of white birds flying around boats.,a black and white photo of boats in a harbor [SEP]
there is a cat that is standing near the water,a cat is looking at a bird in the air [SEP]
A cat standing next to a pond with a duck.,a cat is looking at a bird in the air [SEP]
A cat looking intently at something as a duck floats by.,a cat is looking at a bird in the air [SEP]
this is a cat standing near a patch of grass,a cat is looking at a bird in the air [SEP]
A cat in the foreground and a duck in the background.,a cat is looking at a bird in the air [SEP]
A giraffe grazing on a tree in the wilderness with other wildlife,a gife standing in tall grass [SEP]
Several giraffes eating leaves from the ground and tree.,a gife standing in tall grass [SEP]
Two giraffes and another animal in a field.,a gife standing in tall grass [SEP]
Several giraffe eating the leaves from neighboring trees.,a gife standing in tall grass [SEP]
Giraffes are feeding on the trees and grass.,a gife standing in tall grass [SEP]
there are blue lights shining threw palm trees ,a fire hydrant is lit up with blue light [SEP]
A fire hydrant pouring water from it with a neon blue glow to it.,a fire hydrant is lit up with blue light [SEP]
Reflections of light streaming thru a building window at night.,a fire hydrant is lit up with blue light [SEP]
a fire hydrant on a city street ,a fire hydrant is lit up with blue light [SEP]
A yellow fire hydrant that is on the side of the street.,a fire hydrant is lit up with blue light [SEP]
Three giraffes grazing from a bush over a fence.,two gis standing next to a fence [SEP]
A couple of giraffe standing next to a fence.,two gis standing next to a fence [SEP]
The giraffes crane their necks over the small fence because the fence is small and their necks are not small.,two gis standing next to a fence [SEP]
A group of giraffe standing next to each other.,two gis standing next to a fence [SEP]
Three giraffe stand near each other close to a fence.,two gis standing next to a fence [SEP]
A city street sign warning of a hill in different languages.,a sign with the words love is now written on it [SEP]
Closeup of two street signs with various languages on them.,a sign with the words love is now written on it [SEP]
a street sign mounted on a vertical pole,a sign with the words love is now written on it [SEP]
