correct,generate
"A man, dressed in bright blue jeans and a plaid shirt, mows a shaggy green lawn in his cozy suburban front yard.",a man is cutting grass [SEP]
A group of people gather to examine pictures on the wall in a lounge setting.,a group of people [SEP]
"A young, asian child sitting on its parents' shoulders, clapping.",a little girl in a crowd [SEP]
A family is walking on the sidewalk through the snow while a man sits on the side with his paper cup.,a man sitting on a bench [SEP]
A cat sits atop a sign looking down at the people below.,a cat sitting on a sign [SEP]
"A man wearing sunglasses, headphones and a dark coat is walking down the street.",a man wearing a black coat [SEP]
"A young man wearing a blue, yellow, and white striped polo plays rugby on a green grass field.",a man in a striped shirt [SEP]
A male and female are holding hands and - walking down a winding walkway on a sunny day.,a yellow railing [SEP]
A woman with pink hair on a street corner holds two dogs that have been dyed pink.,a woman sitting on the sidewalk [SEP]
"A man in a suit, is walking down the street, while a bust is parked to his left, with views of tall buildings behind him.",a man in a suit [SEP]
A man wearing a white shirt and an orange shirt jumped into the air.,a man jumping in the air [SEP]
"A woman holds sticks attached to large striped banners, causing one to launch its banner in a wide loop through the air.",a man is flying a kite in a park [SEP]
A woman sitting on a bench next to someone wearing a hat and sitting in a wheelchair.,a woman sitting on a bench [SEP]
"Two people stand in front of a hot circular grill and a basket of eggs, one cooking the eggs while the other waits for them to be completed",a woman wearing a beige jacket [SEP]
A lady wearing a headset and a microphone talking on the phone and standing next to a light pole waiting to cross the street.,a woman talking on a cell [SEP]
A group of men walk down the middle of a street that has poles lining the street.,a narrow street [SEP]
"A Thai Buddhist temple is the center of commerce, widely dominated by telephone wires and oncoming traffic.",a street with cars and a motorcycle [SEP]
Several people walk in and out of a building with a metal globe-like structure outside of it.,a large metal ball [SEP]
The man with sunglasses and a striped shirt is walking down the street with three cases of beer.,a man walking down the street [SEP]
"An older man dressed in jeans and a puffy dark jacket plays the accordion, seated in front of a stone wall.",a man sitting on a wall [SEP]
A teenage girl is dressed up for Saint Patrick's Day and holding her cellphone.,a woman wearing a green scarf [SEP]
A small child dressed in a pink jacket running down a sandy beach toward the ocean.,a little girl running on the beach [SEP]
"A man on a skateboard waits at the corner of a city street, with an overpass in the background.",a man skates on a city street [SEP]
Man taking picture of church while the american flag blows in the wind,a large building [SEP]
Players in the red and white uniforms and bystanders are standing on a soccer field.,a soccer field [SEP]
"A man and a woman are each holding one of two little girl's hands, crossing the street, in the distance is a cyclist.",a woman and two children [SEP]
"A woman in a cowboy hat walks followed by a man in a blue baseball cap, a boy in a blue t-short and a woman in a green top.",a group of people [SEP]
A man in sunglasses with a brown coat is smoking a cigarette and scratches his nose as patrons purchase items from a street stand.,a man talking on a cell while walking down the street [SEP]
A red flower-box filled with green flowers lies on the stone windowsill behind iron grating along a side street.,a narrow street [SEP]
"A man in a black shirt and white pants swinging a baseball bat, with a baseball team and spectators in the background.",a baseball game [SEP]
"A middle-aged woman with middle length brown hair in khaki pants, a long-sleeve blue shirt, and a long long gold jacket is walking in the subway station.",a woman standing on a subway platform holding a piece of paper [SEP]
A few people sit in benches along a tree-lined avenue next to a parking lot.,a tree with no leaves [SEP]
Photo of a man sitting on a bench with a sign written in Spanish in background and the reflection of a lady walking from a mirrored wall.,a man sitting on a bench on a sidewalk [SEP]
"A man, mouth agape, and wearing a multicolored behind a podium with writing on the front of it with upside down buckets to his left and crates to his right.",a man standing next to a box of food [SEP]
"Woman holding a sandwich in one hand and a cup in another hand, with her purse hanging on her shoulder.",a woman eating a dont [SEP]
A man dressed in dark colors and a hat plays his guitar on the side of the road.,a man on a skateboard [SEP]
A woman in a yellow and red outfit is squinting at a computer screen while holding a mouse.,a woman sitting at a desk [SEP]
"People standing around incense, wafting the smoke into their faces.",a man standing in front of a large pot [SEP]
"One bald man is putting on a tie, which matches his button-down shirt, while looking into the mirror.",man wearing a black shirt [SEP]
"An elderly women is sitting in a chair on one side of a room with a group of musicians, including a cellist and guitar player, and on the other side of the room, a group of people are sitting on chairs.",a group of people [SEP]
Two men sitting on a cart being drawn by a horse down a cobblestone street.,a man riding a cart of potatoes [SEP]
A woman in a dress walking down the street past a construction site.,a woman walking down the street [SEP]
Man standing at a counter in a convenience store with a woman on the other side of the counter wearing a white shirt looking at him very expectantly.,a man standing in front of a counter [SEP]
A man with sunglasses is operating a construction automobile and releasing gravel on to the ground.,a bull is digging dirt [SEP]
A blond-haired baby is sitting on the floor playing with toys while looking at a black and white cat.,a cat sitting on the floor [SEP]
A woman carrying a guitar is walking through a wooded area.,a woman playing a guitar [SEP]
A guy with a backpack and orange bag walks past a large building.,a brick building [SEP]
"Two guys in front of a souvenir shop, with one guy in a red scarf talking on the phone.",a man talking on a cell [SEP]
A blond pregnant woman in a black shirt is standing in the kitchen with her hand on her belly holding something in her mouth.,a woman in a kitchen [SEP]
A group of ladies sit around a black table in front of a brick wall with a building in the background.,a group of people sitting on a roof [SEP]
A man dressed in a checkered shirt and black pants performs an aerial stunt on a bicycle.,a man doing a trick on a skateboard [SEP]
A woman in a black tank top holding her purse on one shoulder is looking at something in the distance while wind glows her light brown hair across her face.,a woman walking down the street [SEP]
A young girl in a pink jacket walks with two sisters in matching outfits in public.,two little girls walking [SEP]
A fair haired woman is wearing what appears to be a graduation gown with a flower on her lapel.,a woman wearing a black graduation gown [SEP]
"A guy wearing shorts and a white t-shirt is skateboarding down the road, while someone sits and watches him from the curb.",a man riding a skateboard down a street [SEP]
"A man in a black leather jacket and blue jeans standing in front of a sign by Architects &amp; Engineers that says ""9-11 was an inside job.""",a man standing next to a sign [SEP]
"A woman in a white tank top is holding a microphone and singing with a man in a brown shirt, who is also holding a microphone.",a woman singing into a microphone [SEP]
"As he lays in the grass, he plucks a spent dandelion, and makes a wish as he blows the little pinwheels into the air.",a little girl laying in the grass [SEP]
"A girls' soccer team in green and black uniforms and their coach, wearing a white shirt and shorts, are stretching their legs out on the field.",a group of young people standing in a field [SEP]
A man is holding a young woman around the waist inside a square of yellow crime scene tape.,a woman is standing in the street [SEP]
A man bends down in an outdoor area that is also covered while birds walk around him.,a man is standing under a building with a umbrella [SEP]
A group of people in white shirts stand on a grass pitch covered with many dark balls.,a group of people playing bowls [SEP]
"A busy plaza with three young women with an umbrella and buckets full of possessions, possibly homeless.",a group of people standing on a sidewalk [SEP]
A man in a gray shirt smoking a cigarette and getting something to eat.,man wearing a gray vest [SEP]
"Eleven people gather in lake, group on left are male and conversing, group on right, male and female, walking further out into lake.",a body of water [SEP]
"A black dress mannequin, with a wooden leg stand, positioned next to a suitcase, and a female dressed in a gray sweater and black pants, reading a newspaper, in a crowded city square.",a group of people sitting on benches on a sidewalk [SEP]
Four construction workers gathered around a hole looking in a bucket.,a man wearing a green jacket [SEP]
A lone man standing a rock shore looking downward at a inland body of water with a blue ocean or other large body of water behind him extending into the horizon of a blue sky.,a man standing on a rock [SEP]
"A policeman looking away from the camera with a couple cars, other policemen, and other people in the background all in front of a building.",a man in a military uniform [SEP]
"People playing pool, one is a man wearing a blue shirt and the others are women but their heads are not within the camera shot.",a man playing pool [SEP]
A small crowd of people are walking around an city's outdoor fountain.,a group of people standing on a beach [SEP]
A guy sitting with his arms crossed with a brunette on his left.,a woman sitting on the ground [SEP]
Several people stopped by the side of the road are watching what is happening in the woods.,a group of people standing on the side of the road [SEP]
"Two men wearing orange robes and sandals are standing in front of the Bean in Millenium Park, Chicago.",two men standing in front of a large sculpture [SEP]
A woman peering over the edge of a boat while a man walks behind her,a woman in a black dress [SEP]
A man with a messenger bag stands on a busy street corner.,a woman with long hair [SEP]
"Three firefighters, the nearest firefighter is holding a helmet in his left hand.",a group of people [SEP]
"Four older men sitting on a blue patterned rug in an ethnic looking place of worship, 3 of them wearing some sort of head covering.",three men sitting on the ground in front of a building [SEP]
Two people in orange shirts sits at a table on the right of a group of people in blue shirts in front an old building.,a large building [SEP]
"A man in a red shirt walks past a turquoise and white checkered food establishment called ""32 De Neude.""",a green and white checkereded building [SEP]
Three surgeons operate on a patient while wearing magnifying lenses on their safety glasses.,two surgeons in blue scrubs [SEP]
A man smoking a cigarette and wearing a NY baseball cap is looking down at a camera.,a man with a camera [SEP]
A band is of four members including a woman and three men are playing their instruments with an open guitar case in front of them.,a man playing guitar [SEP]
"A man in a red suit is dancing with a woman in a red skirt, in the street.",a man in a red suit [SEP]
A man with a blue jacket and a woman wearing a black jacket are standing near a large statue and looking at a body of water and bridges in the distance under a quarter moon.,a statue in the middle of a city [SEP]
"Two motocross bikers wearing full protective gear, with one in midair after a jump and the other looking down at his motorcycle.",a man on a motorcycle [SEP]
"People are gathered under a big red ""De Koninck"" umbrella while men in orange talk to the side.",a crowd of people [SEP]
Two girls running down the street in front of a large building with white and red flags by the door.,a street scene [SEP]
Two men are climbing up a steep rock face with moss growing out of it.,a person climbing a mountain [SEP]
A baby girl wearing a harness is lying on the ground crying.,a woman walking down a sidewalk with a child [SEP]
"A blond woman in a leather jacket is sitting outside with a man in a blue and red jacket, and there is a dog between them.",a woman sitting on a bench [SEP]
A man in a gray jacket and blue cap shops with other people at the fish market.,a bunch of bananas [SEP]
A young blond man and another young man are playing guitars hooked up to amps.,the people are playing [SEP]
A tattooed man pouring beer out of a bottle into a young man's mouth.,a man with a tattoo [SEP]
A man and a woman are standing at the side of an inflatable climbing structure.,a giant inflatable in the middle of a city [SEP]
"On a clear day, a number of cyclists ride their bikes over a bridge in an industrial area.",a bridge over a river [SEP]
An old women in pink and wearing hat is squeezing her eyes while looking at something.,a woman talking on a cell [SEP]
A woman in a red shirt raising her arm to the passing crowd below.,a group of people walking down a street [SEP]
"A boy with white shorts on leaping into a pong, foliage in the background highlights his skin tone.",a boy jumping into the water [SEP]
A child with long hair wearing a pink shirt is looking through a tourist telescope near a beach.,a girl looking at the camera [SEP]
"Two workers, one in a ditch and one standing on the ground, are working in front of a house.",a man digging dirt [SEP]
"A person wearing a hooded jacket and blue jeans stands facing a shop with the sign ""Feelings"" on it.",a man standing on the street [SEP]
A man with a white headscarf and an I Love NY t-shirt is among several men picketing against PM Construction Services.,a group of people holding signs [SEP]
A man in a sombrero on a chestnut horse is ahead of several other men on horses.,a group of horses [SEP]
A man strolling down the sidewalk wearing a red shirt and jeans.,a man walking a dog [SEP]
"Two nuns, one with paper in her hand, and the other holding a bag.",three women dressed in nunic robes [SEP]
A woman wearing headphones enjoys her coffee while writing on a notepad.,a woman sitting at a table with a laptop [SEP]
"Brown-haired girl wearing a green tank top, talking on a cellphone.",a woman talking on a cell phone [SEP]
An african child carries an infant in swaddling cloth on her back.,a young boy carrying a baby in a village in the democratic democratic democratic democratic democratic democratic democratic democratic democratic democratic [SEP]
A gateway with wood paneling and Asian characters opens up onto a public street.,a building with a sign that says no one [SEP]
An Asian man in a purple bandanna and dress shirt stands outside a restaurant nearby crates.,a man sitting at a table [SEP]
"Person wearing a red shirt, blue pants, and white shoes, sitting on curb with cellphone in hands in front of a parking lot of an industrial building.",a woman sitting on the ground [SEP]
A large black dog and a large yellow dog appear to be playing with a soccer ball.,the dog is black [SEP]
A man attempts to start a flying model of a bi-plane with British air force rondel markings.,a man in a field [SEP]
Even in cooler weather men will get out and play with their model planes.,a man in a field [SEP]
People waiting for a subway train : one man in a black suit sitting on bench and three women standing or walking.,a train on the tracks [SEP]
A young boy is taking American flags to place them where they will remind others of the sacrifices made by veterans.,a boy walking down a sidewalk holding a flag [SEP]
A black dog is running across the grass carrying something in its mouth.,a black dog running [SEP]
A man in a black shirt and gray pants holds his luggage at what appears to be an airport.,a man with a suitcase [SEP]
A dog stirs up the dirt on the ground while running to catch a ball.,a dog running in the grass [SEP]
A lady standing in front of a lot of elementary school aged children who are sitting on the floor.,a woman standing on a stage [SEP]
Construction signs and lights help those in traffic find the correct detour.,a group of traffic cones [SEP]
"A group of people, including a man on a bicycle, on the waterfront.",a man riding a bike [SEP]
A man with an orange shirt and sunglasses along with a young boy and train conductor ride a children's train through a park.,a green train [SEP]
A dark-haired man sits atop a structure near a dark-haired woman wearing sunglasses.,a large metal sculpture [SEP]
Several people standing around a boat which has sails shaped like a fish.,a boat on the water [SEP]
A man in a black hat and blue shirt taking a picture on the side of an urban street.,a man is taking a picture of a yellow taxi [SEP]
Male in the street wearing a blue plaid shirt waiting for the light to turn.,a man in a plaid shirt [SEP]
"Two women wearing hijab garments walk on a sidewalk, one of the women is carrying a child on her shoulders.",a woman is walking down the street talking on a cell [SEP]
Several people with instruments waiting at a train station.,a group of people standing on a sidewalk [SEP]
Young dirt bikers try to get a dirt bike up a sandy hill.,a man riding a dirt bike on a dirt hill [SEP]
Two women wearing jeans and a man wearing shorts walking up a gravel mountain road carrying backpacks.,a clear blue sky [SEP]
"A crowd of business travelers lined up at a busy terminal, with many Asian members, one listening to earbuds, and one checking his mobile phone.",a group of people [SEP]
Graffiti with saying CRAZI with bright green and pink with women in a red skirt walking by.,a large tree [SEP]
A gymnast in a blue and pink leotard is standing on her right foot with her left foot in the air and waving a ribbon.,a woman in a blue and pink swimsuit [SEP]
Children play in the dark water fountain near the white triumphal arch while adults sit on the steps.,a group of people playing in a fountain [SEP]
A man is sitting on a bench in front of a large white building.,a tree in the fore of the picture [SEP]
Men wearing red and white stripe shirts and wearing blue hats carrying flags outside a brick building.,a group of people in costume [SEP]
Two women looking at an Asian decoration that looks like a collage.,a large display of stuffed animals [SEP]
A bunch of people walking inside a shopping center.,a large shopping mall [SEP]
A woman in a white shirt and blue shorts follows a two people in red shirts up a staircase.,a wooden bridge [SEP]
A small child in a blue outfit is looking off at some trees in the distance.,a group of people playing frng in a park [SEP]
A girl in a green sweatshirt checks out at a store filled with Pokemon items.,a store with a lot of items [SEP]
An aging man in a green and orange palm tree shirt and straw hat holds a red drum and a drumstick.,a man wearing a hat [SEP]
A small group of Asian youths gathered on the sidewalk looking into camera and playing around.,a group of people standing around a table [SEP]
A middle-aged man with a backpack playfully pretends to box with younger child who does not look phased.,a group of people standing around a building [SEP]
"Four men in green, red, gray, and white shirts standing near a blue handrail smiling for a picture.",a green wooden bench [SEP]
A woman lounges on a towel in front of people enjoying the blue water.,a woman sitting on a rock [SEP]
A big tri-colored and a smaller puppy with light blue eyes are playing together.,a dog and a puppy playing in the grass [SEP]
There is six adults in front of a little kitchen some eating and others walking around.,a group of people walking down a street [SEP]
A black man stands behind a garbage can with his hand raised in front of a sign urging people to repent of various sins as boy in a school blazer holds the hand of a man in shorts.,a man in a white shirt [SEP]
A police officer on a motorcycle sitting at a traffic light to turn left.,a motorcycle is parked on the street [SEP]
A group of Asian men are sitting or standing around a small square table.,a group of people standing around a table [SEP]
At least one woman and several men are standing around outside an office building.,a group of people standing on a sidewalk [SEP]
"A woman wearing sunglasses, white shorts and gray t-shirt is walking her dog and talking to another woman pushing a stroller.",a woman walking a dog [SEP]
"A teenage boy with a white headband looking right, a crowd in the background.",a boy with a white headband [SEP]
"A colorful array of motorcyclists gathered outdoors, with Joshua trees in the background and a pair of motorcyclists on a cherry-red cycle in the foreground.",a man riding a red motorcycle [SEP]
Two women in military uniform are standing with other soldiers in formation.,a group of women in military uniforms [SEP]
"Three Asian women are standing together smiling, the one with red-hair is holding up the peace sign with her fingers.",three women standing together [SEP]
"Three people, two in black and one in yellow, are seated on a wooden bench, only their heads and shoulders visible, in front of a sign for a furniture showroom &amp; restaurant.",a group of people sitting on a bench [SEP]
A man wearing a brown shirt embellished on the front with black designs drinks from a water fountain shaped like a woman.,a man is bending a piece of metal on a pole [SEP]
Two young men in black and white t-shirt are walking down the street with a girl in a pink shirt and patterned leggings.,a man wearing a black hat [SEP]
An older many in a navy blue polo shirt holds an infant wrapped in a blanket.,man holding a baby [SEP]
"A young child wearing a red hat and a tag ""513"" participant tag rides a horse.",a brown horse [SEP]
"A boy wearing shorts, crocs, and a white shirt plays with a yo-yo while another boy looks at his yo-yo in the background.",a boy running with a frck [SEP]
A little girl with a flower on her swimsuit stands on a lake-beach while others frolic in the background.,a little girl in a swimsuit [SEP]
An older man sites on a cushioned bench with his hands crossed in his lap.,a man sitting on a couch [SEP]
"Two boys are looking upwards with their arms streteched to the sky, the boy on the left is wearing a blue vest jacket with a gray long-sleeved shirt and black jogging pants, and black tennis shoes and a hat, and the boy on the right is wearing a silver vest jacket, with blue long-sleeved undershirt, gray pants, and black tennis shoes and has black short hair and glasses.",two people playing with a frc [SEP]
A man in a red hat and a woman in a black dress are sitting outside a building on the street.,a man and a woman sitting on a bench [SEP]
"Asian school children are on a field trip listening to a speech, except for one girl who is posing for the camera.",a group of young people sitting on the ground [SEP]
Three people sit at a table in front of an establishment displaying the words Bar Gleati Tabacchi.,a stone patio [SEP]
A boy in a black shirt and red wristbands hanging upside down while other people look on.,a boy doing a trick on a skateboard [SEP]
A man is walking on a paved surface backdropped by a large art mural.,a man walking in front of a colorful wall [SEP]
"Two young men walk toward the camera, with the redheaded man on the left turning his head to look back at three women in the background who are walking away in the other direction.",a man and a woman walking down a sidewalk [SEP]
A man in a blue shirt lifts a long pole-handled tool towards a ceiling in a restaurant decorated in an Oriental style with small orange paper lanterns.,a man is sitting at a table [SEP]
Four adults and a little blond girl walk up a set of outside stairs lead by a lady in a pink shirt.,a woman walking down a street with a skateboard [SEP]
A very busy market street with lots of people looking at different things.,a large green umbrella [SEP]
"Two little boys eat McDonald's while sitting at a table and chairs outside, where others are also eating.",a group of people sitting around a table [SEP]
A young woman with a shave head in a brown skirt and sandals walking past a stone building.,a man walking on the sidewalk [SEP]
A male in a purple shirt and white hat is driving a vehicle that has four wheels and some sort of basket in the front of it carrying three people.,a pink car [SEP]
A man in a teal shirt reads a newspaper inside a newspaper stand.,a man sitting on a bench [SEP]
"A toddler, whilst sitting in a stroller, is perplexed by a Korean child's book.",a boy sitting in a chair [SEP]
A boy and a girl are sitting on a bench looking at something they each have in a small paper cup.,a little boy sitting on a bench [SEP]
A little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders.,a group of people riding bikes [SEP]
"A man wearing blue jeans, a blue shirt, and a green hat is holding a loudspeaker on a city street.",a crowd of people [SEP]
A man riding a vehicle pulled by a donkey in the run down area of town.,a man riding a horse drawn by a cart [SEP]
A man in a black hat and jacket is riding his bicycle.,a man riding a bike [SEP]
A colorfully dressed young man with visible skin lesions is sitting and smoking a cigarette.,a man sitting on the ground [SEP]
"Two men, dressed in business suits, wearing long black coats, sharing a blue plaid umbrella, standing against a graffiti painted brick wall.",two people standing in front of a wall [SEP]
An old man in dirty clothes rides a bike loaded with possessions down a busy city street.,a man riding a bike down a street [SEP]
Two men who are riding on two horses both are trying to rope a bull in a rodeo.,a man riding a horse [SEP]
A cowboy on a horse twirling his lasso in anticipation of throwing it.,a man riding a horse [SEP]
Two Bicyclers with backpacks going through the fields with mountains in the background.,a field of grass [SEP]
A man with black pants and a white shirt is reaching into a large white plastic bag in front of a store with large windows.,a man is bending his pants [SEP]
A man wearing black pants and jacket is on a blue scooter next to a crowd of people and a green tent.,a group of people [SEP]
A woman dressed in black with a tattoo on her right arm is taking a picture with her camera.,a woman with a black shirt [SEP]
"Four people walking beside each other down a street, one of the men is turned around looking toward the camera.",a woman walking down the sidewalk [SEP]
Overhead shot of 2 teenagers both looking at a shirt being held up by one of them.,a person walking on a sidewalk next to a park [SEP]
"A group of medical students dressed in blue scrubs, visitor sitting on the wall enjoy some fresh air.",a group of people sitting on a ledge [SEP]
A woman with a dog sitting on a bench near the ocean.,a person sitting on a bench on the beach [SEP]
View of a Victorian building in the background with various people walking in the foreground.,a large white building [SEP]
Three construction workers stand at the front of a large group of people all wearing white shirts.,a group of people [SEP]
A woman in an all black outfit holds her glasses while she stands in the street in front of a sandwich board advertising menu items.,a woman walking down a street [SEP]
A group of men gathered around a table preparing to play a card game.,a group of men sitting around a table [SEP]
A man and a woman walk around a corner next to a painted wall mural depicting children.,a man walking down a sidewalk next to a wall [SEP]
A man holds out a wire basket as he prepares to fill it.,a man in a kitchen [SEP]
A woman with blond-hair is sitting in a booth with a drink working on her laptop.,a woman sitting on a chair [SEP]
"A lone man sits in a dark room before a desk, reading an internet article on the computer.",a man sitting at a desk [SEP]
A man with gray hair and a bear sits in a chair on the street with a guitar by his side.,man sitting in a chair [SEP]
Two people wearing hats are standing in a field tending to a crop.,a field of green plants [SEP]
A female athlete performing a high jump during a competition in Barcelona in 2010.,a woman jumping over a hurdle [SEP]
A man dressed in boots and a cowboy hat sits atop a horse that is jumping while spectators sit in the stands.,a man riding a horse [SEP]
Two little girls sitting on the edge of a street eating corn on the cob.,two little girls sitting on the ground [SEP]
"Three children in football uniforms of two different teams are playing football on a football field, while another player and an adult stand in the background.",a group of young football players [SEP]
A young girl with a dirty face and pink shirt lays her head on the chest of an older woman in coral.,a woman holding a child in her arms [SEP]
A man with a blue shirt sitting on a bed and another man with a tan colored shirt and glasses laying on a bed.,a man and woman sitting on a couch [SEP]
A person with a scarf over their head and a boy in a black t-shirt looking at what appear to be olives in a pile on a tarp on the ground.,a man sitting on a hill [SEP]
A Young African American boy wearing a blue baseball cap gazes through a telescope intently while another young boy waits behind him.,boy looking through a telescope [SEP]
"Three young men in a kitchen standing around a stove, one of them is stirring something in a pot.",three men standing in a kitchen [SEP]
A young girl wearing a gray snowsuit skiing on a snowy mountain.,a child on a snowboard [SEP]
"Two women wearing colorful skirts and t-shirts are dancing in a dirt clearing in the center of a circle of other women, who are clapping.",a group of people [SEP]
One man in a hooded sweatshirt picking up articles of clothing while a woman in a blue shirt looks on.,a man and woman in a room [SEP]
"A young blond girl is sitting in a wooden chair backwards, looking into the distance.",a little girl sitting in a chair [SEP]
A young boy uses a flashlight to inspect something in a sidewalk grate.,a man welding a metal grill [SEP]
"A long-haired skateboarder is about to exit a clean nosegrind on a public handrail, unaware of his surroundings while ignoring the negative public perception of skateboarders.",a man doing a trick on a skateboard [SEP]
"Two workers wearing bright protective overcoats, shovel snow out of the way of passing residents.",a man shoveling snow [SEP]
A man in a white shirt playing a white guitar standing in front of a microphone with the light casting a somewhat reddish hue on his shirt,a man playing a guitar on stage [SEP]
Three young girls in winter clothing and hats look at disposable cameras they are holding.,a group of people standing around a street [SEP]
"A young boy is leaping off a pier into the water, his leg thrust out.",a man jumping into the water [SEP]
A woman in glasses has her eyes wide open while she is at the dentist.,a woman wearing a surgical mask [SEP]
A snowboarder is catching air on a snowy hill while wearing protective snow gear.,a person jumping in the air [SEP]
A little girl with blond-hair is playing and splashing in a mud puddle.,a little girl playing in a muddy puddle [SEP]
A man rides a bicycle through an inner-city neighborhood next to a wall containing a graffiti picture of a big hand showing the peace sign.,a street with graffiti on it [SEP]
"A female gymnast, captured in midair during a jump.",a person jumping in the air [SEP]
A man in an orange visor crossing the street with a ice cream vendor in the background and a woman about to cross the street as well.,a yellow building [SEP]
"A man in a long gray gown and hat is standing with his hand on a mule that is wearing blankets and decorations on a stone street outside of a building, with a number of other people in the background.",a man standing on a donkey [SEP]
Two young children working together to operate a bicycle.,a boy on a bike [SEP]
Two male soccer players in lime green uniforms passing the ball to each other.,a man wearing a green shirt [SEP]
"A man with his arms outspread who looks like he is filled with ecstatic joy is jumping vigorously from old, weathered, yellowed stairs as a man in a green shirt beneath him is lying on his back and seeming to be photographing him or making a video of what is happening.",a man jumping off a ramp [SEP]
A woman with a green shirt takes a drink from a water fountain.,a girl drinking water from a water fountain [SEP]
"A man wearing a helmet, floating in the water.",a man in the water [SEP]
A man in a laboratory coat looking into the lenses of a microscope.,a man in a lab coat [SEP]
A young blond girl sleeps curled up on a brown couch with her head on large red pillow.,a little girl sleeping on a couch with a pillow [SEP]
A man wearing a red t-shirt sweeps the sidewalk in front of a brick building.,a building with a lot of windows [SEP]
Three men of varying ages are working preparing something with pots and bowls.,a man cooking in a kitchen [SEP]
A man in a white hoodie is sitting on top of bamboo scaffolding near the roof of a building holding a spade.,a man on a ladder [SEP]
We see the backs of a young Asian girl with a green shirt and a red hat holding hands with a young Asian girl with a striped pink shirt and a pink hat by the pool.,a group of children standing in a pool [SEP]
"4 kids playing, one in a red dress one in a pink shirt, one in a white shirt and a little boy with his arm through a green toy.",three children sitting on a bench [SEP]
"Seven children, three of which are riding bicycles traveling along a dirt path in a rural setting with a mountain in the background.",a group of kids [SEP]
"A little boy wearing a chef's hat is working in a kitchen, chopping up some long hotdogs.",a little boy in a kitchen preparing food [SEP]
An old man dressed as a clown leans down in front of a group of seated children and allows a girl to pet a small animal.,a clown is standing over a group of children [SEP]
"A large, green, navigating wheel is held by an older man in a captain's hat and uniform.",a man in a white shirt and hat holding a green hose [SEP]
A man moves dirt using a large construction vehicle.,a bull bull bull bull bull bull bull bull bull bull bull bull bull bull bull bull bull bull bull bull [SEP]
"A young woman is wearing a red shirt, black riding helmet, black pants, and black shoes, while riding in a saddle on a white horse.",a person riding a white horse in a field [SEP]
"A red-haired woman in a tank top and rolled up jeans sits atop a large rock in a wooded park, smiling at the camera.",a large rock in the grass [SEP]
"The strangely dressed guys, one wearing an orange wig, sunglasses with peace signs, and a karate costume with an orannge belt, another wearing a curly blue wig, heart shaped sunglasses, and a karate outfit painted with leaves, and the third wearing pink underwear, a black afro, and giant sunglasses.",three people dressed in costumes [SEP]
A small girl in a bathing suit jumps above a kiddie pool.,a little girl playing in a pool with an inflatable [SEP]
"Two children, one in a yellow shirt and the other in red rain boots, swing on the swings at a playground.",a child swinging on a swing set [SEP]
A man wearing a hat is showing a group of children how to throw a net off of a dock.,a man holding a net [SEP]
"A young, male adult wearing blue jeans, a green reflective vest, work gloves and a hard hat stood between the rails of a railroad track to the rear of a white truck that is specially built to roll on the tracks.",a man in a yellow vest and hard hat standing next to a train [SEP]
Two men appear to be working construction with their hard hats on.,two men working on a building [SEP]
"Four in bright clothes men are performing on a stage, while other men in brown at the base of the stage work on equipment.",a large screen [SEP]
"A shirtless man with multiple earrings, a necklace, and holding drumsticks, is voicing into a microphone behind cymbals.",a man playing drums [SEP]
"A woman with long brown hair wearing a white sleeveless shirt, a man with long brown hair wearing a green t-shirt and tattoos on his arms, and another woman with black hair wearing a green dress, also with tattoos, are in the checkout line at a supermarket.",woman with long curly hair [SEP]
"A man wearing a cowboy hat and suspenders, uses his cane to help him walk down a narrow road surrounded by tall grass.",a man riding a skateboard down a dirt road [SEP]
A woman in a white top and khaki pants exercising on a piece of exercise equipment.,a woman standing on a treadmill [SEP]
Little girl wearing a mask sitting on man's shoulders as they walk through a crowded street together.,a man carrying a baby [SEP]
"Two girls, one older and in black and one younger and in white, are performing the same ballet move in front of decorations made from balloons.",two girls in ballet [SEP]
A woman in a flowing blue robe with a white wave pattern is dancing in front of a large brick building with other dancers similarly attired in the background.,a group of people dancing in front of a building [SEP]
An Asian man walking down an alley talking on his cellphone with brightly colored fabric behind him.,a man walking down a narrow alley [SEP]
"Possibly a preschool teacher trying to explain something to her class, the little mouse could care less.",a woman sitting on a chair [SEP]
A group of people watch young men play the drums using makeshift buckets as instruments.,a group of people sitting on a sidewalk [SEP]
"A child wearing rollerblades, knee pads, a helmet, and elbow pads is skating down a paved path.",a girl riding a skateboard [SEP]
"A small white car is stuck on the track, while the train car that hit it at a slow speed, sits still, as a rescue worker helps the driver.",a train on the tracks [SEP]
"A singer with medium-short curly white hair, wearing a white sleeveless t-shirt, is accompanied by a guitarist who has long white hair and wears a black shirt.",the woman is singing [SEP]
"A girl wearing a baseball cap, white t-shirt and blue shorts is standing in a rock-bottomed, forest-lined mountain stream.",a woman standing on a rock in a river [SEP]
"Two men, one sitting, one standing, are playing their guitars on stage while the audience is looking on.",the people are watching the band [SEP]
Couples are dancing in a courtyard with a rough stone wall backing and a large brown building in the background.,a group of people walking around a brick wall [SEP]
A woman is sitting on some stairs outside with several baskets filled with craft items and miniature dolls at her feet and next to her for sale.,a woman sitting on the steps [SEP]
Important political man in gray suit talks to man in darker green suit about the woman in the lighter green jacket.,a man wearing a suit [SEP]
